CIS;CIS_Denomination;CIS_Forme_pharmaceutique;CIS_Voies_administration;CIS_Statut_AMM;CIS_Type_procedure_AMM;CIS_Etat_commercialisation;CIS_Date_AMM;CIS_StatutBdm;CIS_Numero_AMM_europeenne;CIS_Titulaires;CIS_Surveillance_renforcee;CIP_CIS;CIP_CIP7;CIP_Libelle_presentation;CIP_Statut_presentation;CIP_Etat_commercialisation;CIP_Date_declaration_commercialisation;CIP_CIP13;CIP_Agrement_collectivites;CIP_Taux_remboursement;CIP_Prix_medicament_euro;CIP_Prix_public_France_euro;CIP_Honoraires_dispensation_euro;CIP_Indications_remboursement;compo_dosage_texte
69236394;DATSCAN 74 MBq/ml, solution injectable;solution injectable;intraveineuse;Autorisation active;Procédure centralisée;Commercialisée;27/07/2000;;EU/1/00/135;GE HEALTHCARE (PAYS-BAS);Non;69236394;5623622;1 flacon de 185 MBq;Présentation active;Déclaration de commercialisation;06/12/2000;3400956236220;oui;;;;;;IOFLUPANE (123I) : 74 MBq à la date et heure de calibration pour 1 ml
69239369;LERCANIDIPINE SUN 20 mg, comprimé pelliculé sécable;comprimé pelliculé sécable;orale;Autorisation abrogée;Procédure nationale;Non commercialisée;08/12/2009;Warning disponibilité;;SUN PHARMA FRANCE;Non;69239369;3353236;plaquette de 30 comprimés;Présentation active;Déclaration d'arrêt de commercialisation;31/10/2023;3400933532369;non;65%;4,79;5,81;1,02;;CHLORHYDRATE DE LERCANIDIPINE : 20 mg pour un comprimé
69239369;LERCANIDIPINE SUN 20 mg, comprimé pelliculé sécable;comprimé pelliculé sécable;orale;Autorisation abrogée;Procédure nationale;Non commercialisée;08/12/2009;Warning disponibilité;;SUN PHARMA FRANCE;Non;69239369;3354974;plaquette de 90 comprimés;Présentation active;Déclaration d'arrêt de commercialisation;29/11/2023;3400933549749;non;65%;14,19;16,95;2,76;;CHLORHYDRATE DE LERCANIDIPINE : 20 mg pour un comprimé
69240179;KEVZARA 200 mg, solution injectable en seringue préremplie;solution injectable;sous-cutanée;Autorisation active;Procédure centralisée;Commercialisée;23/06/2017;;EU/1/17/1196;SANOFI WINTHROP INDUSTRIE;Non;69240179;3010061;2 seringue préremplie de 1,14 ml;Présentation active;Déclaration de commercialisation;25/09/2018;3400930100615;oui;65%;669,86;670,88;1,02;;SARILUMAB : 200 mg pour une seringue préremplie
69240211;TOBRABACT 0,3 %, collyre en solution;collyre en solution;ophtalmique;Autorisation active;Procédure de reconnaissance mutuelle;Non commercialisée;10/01/2000;Warning disponibilité;;MEDICOM HEALTHCARE IRELAND (IRLANDE);Non;69240211;3533406;1 flacon de 5 ml muni d'un stilligoutte transparent polyéthylène basse densité;Présentation active;Déclaration d'arrêt de commercialisation;31/01/2026;3400935334060;oui;65%;1,49;2,51;1,02;;TOBRAMYCINE : 3 mg pour 1 ml de solution
69240866;ROPINIROLE ZENTIVA LP 2 mg, comprimé pelliculé à libération prolongée;comprimé pelliculé à libération prolongée;orale;Autorisation active;Procédure décentralisée;Commercialisée;31/10/2012;;;ZENTIVA FRANCE;Non;69240866;2213792;plaquette de 28 comprimés;Présentation active;Déclaration de commercialisation;29/01/2013;3400922137926;oui;65%;6,49;7,51;1,02;;CHLORHYDRATE DE ROPINIROLE
69241562;NIMENRIX, poudre et solvant pour solution injectable. Vaccin méningococcique conjugué des groupes A, C, W135 et Y;poudre et  solvant pour solution injectable;intramusculaire;Autorisation active;Procédure centralisée;Commercialisée;20/04/2012;;EU/1/12/767;PFIZER EUROPE MA EEIG (BELGIQUE);Non;69241562;2225393;1 flacon(s) en verre - 1 seringue(s) préremplie(s) en verre avec 2 aiguille(s);Présentation active;Déclaration de commercialisation;29/11/2012;3400922253930;oui;65%;39,22;40,24;1,02;;"POLYOSIDE DE NEISSERIA MENINGITIDIS DE GROUPE Y CONJUGUÉ À L'ANATOXINE TÉTANIQUE : 5 microgrammes polyoside de Neisseria meningitidis de groupe Y pour une dose de 0,5 ml de solution ; POLYOSIDE DE NEISSERIA MENINGITIDIS DE GROUPE A CONJUGUÉ À L'ANATOXINE TÉTANIQUE : 5 microgrammes polyoside de Neisseria meningitidis de groupe A pour une dose de 0,5 ml de solution ; POLYOSIDE DE NEISSERIA MENINGITIDIS DE GROUPE C CONJUGUÉ À LA PROTÉINE TÉTANIQUE : 5 microgrammes polyoside de Neisseria meningitidis de groupe C pour une dose de 0,5 ml de solution ; POLYOSIDE DE NEISSERIA MENINGITIDIS DE GROUPE W-135 CONJUGUÉ À L'ANATOXINE TÉTANIQUE : 5 microgrammes polyoside de Neisseria meningitidis de groupe W135 pr une dose de 0,5 ml de solution pour une dose de 0,5 ml de solution"
69241765;RHINOFEBRAL JOUR ET NUIT, poudre pour solution buvable en sachet édulcorée à l'aspartam;poudre buvable buvable et  poudre buvable buvable;orale;Autorisation active;Procédure nationale;Commercialisée;15/01/2019;;;KENVUE FRANCE;Non;69241765;3016706;12 sachets de 5 g (8 sachets Jour et 4 sachets Nuit) (Papier/Aluminium/PE);Présentation active;Déclaration de commercialisation;09/09/2020;3400930167069;non;;;;;;"ACIDE ASCORBIQUE : 200 mg pour un sachet de 5 g ; PARACÉTAMOL : 500 mg pour un sachet de 5 g ; MALÉATE DE PHÉNIRAMINE : 25 mg pour un sachet de 5 g"
69242130;POLYSILANE UPSA, gel oral en sachet-dose;gel;orale;Autorisation active;Procédure nationale;Commercialisée;08/03/1993;;;UPSA;Non;69242130;3365759;12 sachet de 15 g;Présentation active;Déclaration de commercialisation;08/12/2003;3400933657598;non;;;;;;DIMÉTICONE : 2,2500 g pour un sachet-dose
69242155;ACIDE ALENDRONIQUE/CHOLECALCIFEROL (VITAMINE D3) EG 70 mg/5600 UI, comprimé;comprimé;orale;Autorisation active;Procédure décentralisée;Commercialisée;16/10/2017;;;EG LABO - LABORATOIRES EUROGENERICS;Non;69242155;3011500;plaquette de 4 comprimés;Présentation active;Déclaration de commercialisation;26/10/2018;3400930115008;oui;65%;5,85;6,87;1,02;;"ALENDRONATE DE SODIUM TRIHYDRATÉ ; CONCENTRAT DE CHOLÉCALCIFÉROL, FORME PULVÉRULENTE"
69242155;ACIDE ALENDRONIQUE/CHOLECALCIFEROL (VITAMINE D3) EG 70 mg/5600 UI, comprimé;comprimé;orale;Autorisation active;Procédure décentralisée;Commercialisée;16/10/2017;;;EG LABO - LABORATOIRES EUROGENERICS;Non;69242155;3011502;plaquette de 12 comprimés;Présentation active;Déclaration de commercialisation;06/09/2018;3400930115022;oui;65%;15,75;18,51;2,76;;"ALENDRONATE DE SODIUM TRIHYDRATÉ ; CONCENTRAT DE CHOLÉCALCIFÉROL, FORME PULVÉRULENTE"
69242739;ORSERDU 86 mg, comprimé pelliculé;comprimé pelliculé;orale;Autorisation active;Procédure centralisée;Commercialisée;15/09/2023;;EU/1/23/1757;STEMLINE THERAPEUTICS (PAYS-BAS);Oui;69242739;3027848;plaquette de 28 (4 x 7) comprimés;Présentation active;Déclaration de commercialisation;01/07/2024;3400930278482;non;;;;;;DICHLORHYDRATE D'ÉLACESTRANT
69243168;ACETATE DE TERLIPRESSINE EVER PHARMA 0,2 mg/ml, solution injectable;solution injectable;intraveineuse;Autorisation active;Procédure décentralisée;Commercialisée;03/04/2017;;;EVER VALINJECT (AUTRICHE);Non;69243168;5503124;5 flacon de 5 ml;Présentation active;Déclaration de commercialisation;04/10/2017;3400955031246;non;;;;;;ACÉTATE DE TERLIPRESSINE : 0,2 mg pour 1 ml de solution injectable
69243410;RALOXIFENE CRISTERS 60 mg, comprimé pelliculé;comprimé pelliculé;orale;Autorisation active;Procédure nationale;Commercialisée;09/07/2013;;;CRISTERS;Non;69243410;2749707;plaquette de 28 comprimés;Présentation active;Déclaration de commercialisation;28/05/2014;3400927497070;oui;65%;10,90;11,92;1,02;;CHLORHYDRATE DE RALOXIFÈNE : 60 mg pour un comprimé
69243410;RALOXIFENE CRISTERS 60 mg, comprimé pelliculé;comprimé pelliculé;orale;Autorisation active;Procédure nationale;Commercialisée;09/07/2013;;;CRISTERS;Non;69243410;2749736;plaquette de 84 comprimés;Présentation active;Déclaration de commercialisation;28/05/2014;3400927497360;oui;65%;30,87;33,63;2,76;;CHLORHYDRATE DE RALOXIFÈNE : 60 mg pour un comprimé
69243759;LOJUXTA 10 mg, gélule;gélule;orale;Autorisation active;Procédure centralisée;Commercialisée;31/07/2013;;EU/1/13/851;CHIESI FARMACEUTICI;Oui;69243759;2762607;flacon de 28 gélules;Présentation active;Déclaration de commercialisation;18/12/2018;3400927626074;oui;65%;20,610,06;20,611,08;1,02;;MÉSILATE DE LOMITAPIDE : 11,39 mg pour une gélule
69244131;EFAVIRENZ/EMTRICITABINE/TENOFOVIR DISOPROXIL TEVA 600 mg/200 mg/245 mg, comprimé pelliculé;comprimé pelliculé;orale;Autorisation active;Procédure décentralisée;Commercialisée;09/06/2017;;;TEVA SANTE;Non;69244131;3009614;30 plaquette de 1 comprimé;Présentation active;Déclaration de commercialisation;19/12/2017;3400930096147;oui;100%;225,35;226,37;1,02;;"ÉFAVIRENZ : 600 mg pour un comprimé ; EMTRICITABINE : 200 mg pour un comprimé ; PHOSPHATE DE TÉNOFOVIR DISOPROXIL : 291,22 mg pour un comprimé"
69244163;AMOROLFINE TEVA 5 %, vernis à ongles médicamenteux;vernis à ongles médicamenteux(se);cutanée;Autorisation active;Procédure nationale;Commercialisée;27/12/2010;;;TEVA SANTE;Non;69244163;3000973;1 flacon de 2,5 ml avec 20 spatules;Présentation active;Déclaration de commercialisation;19/09/2016;3400930009734;oui;30%;9,32;10,34;1,02;;CHLORHYDRATE D'AMOROLFINE : 5,57 g pour 100 ml
69244971;DOTAREM 0,5 mmol/mL, solution injectable;solution injectable;intraveineuse;Autorisation active;Procédure nationale;Commercialisée;08/03/1989;;;GUERBET;Non;69244971;3028212;1 flacon de 60 ml;Présentation active;Déclaration de commercialisation;10/04/2024;3400930282120;oui;;;;;;"OXYDE DE GADOLINIUM : 9,062 g pour 100 ml de solution ; DOTA : 20,246 g pour 100 ml de solution"
69244971;DOTAREM 0,5 mmol/mL, solution injectable;solution injectable;intraveineuse;Autorisation active;Procédure nationale;Commercialisée;08/03/1989;;;GUERBET;Non;69244971;3028215;10 flacon de 100 ml;Présentation active;Déclaration de commercialisation;14/05/2024;3400930282151;oui;;;;;;"OXYDE DE GADOLINIUM : 9,062 g pour 100 ml de solution ; DOTA : 20,246 g pour 100 ml de solution"
69244971;DOTAREM 0,5 mmol/mL, solution injectable;solution injectable;intraveineuse;Autorisation active;Procédure nationale;Commercialisée;08/03/1989;;;GUERBET;Non;69244971;3317134;1 flacon de 10 ml;Présentation active;Déclaration de commercialisation;19/09/1994;3400933171346;oui;;;;;;"OXYDE DE GADOLINIUM : 9,062 g pour 100 ml de solution ; DOTA : 20,246 g pour 100 ml de solution"
69244971;DOTAREM 0,5 mmol/mL, solution injectable;solution injectable;intraveineuse;Autorisation active;Procédure nationale;Commercialisée;08/03/1989;;;GUERBET;Non;69244971;3317140;1 flacon de 15 ml;Présentation active;Déclaration de commercialisation;19/09/1994;3400933171407;oui;;;;;;"OXYDE DE GADOLINIUM : 9,062 g pour 100 ml de solution ; DOTA : 20,246 g pour 100 ml de solution"
69244971;DOTAREM 0,5 mmol/mL, solution injectable;solution injectable;intraveineuse;Autorisation active;Procédure nationale;Commercialisée;08/03/1989;;;GUERBET;Non;69244971;3317157;1 flacon de 20 ml;Présentation active;Déclaration de commercialisation;19/09/1994;3400933171575;oui;;;;;;"OXYDE DE GADOLINIUM : 9,062 g pour 100 ml de solution ; DOTA : 20,246 g pour 100 ml de solution"
69244971;DOTAREM 0,5 mmol/mL, solution injectable;solution injectable;intraveineuse;Autorisation active;Procédure nationale;Commercialisée;08/03/1989;;;GUERBET;Non;69244971;3589542;1 flacon de 5 ml;Présentation active;Déclaration de commercialisation;18/03/2003;3400935895424;oui;;;;;;"OXYDE DE GADOLINIUM : 9,062 g pour 100 ml de solution ; DOTA : 20,246 g pour 100 ml de solution"
69245055;NATULAN 50 mg, gélule;gélule;orale;Autorisation active;Procédure nationale;Commercialisée;26/12/1995;;;LEADIANT (ALLEMAGNE);Non;69245055;3000877;plaquette de 50 gélules;Présentation active;Déclaration de commercialisation;16/11/2015;3400930008775;oui;100%;249,07;250,09;1,02;"Ce médicament peut être pris en charge ou remboursé par l'Assurance Maladie dans les cas suivants :<br><br>- Maladie de Hodgkin<br>- Certaines formes de lymphomes non hodgkiniens<br>- Tumeurs cérébrales ; JOURNAL OFFICIEL ; 03/09/13";CHLORHYDRATE DE PROCARBAZINE : 58,3 mg pour une gélule
69245055;NATULAN 50 mg, gélule;gélule;orale;Autorisation active;Procédure nationale;Commercialisée;26/12/1995;;;LEADIANT (ALLEMAGNE);Non;69245055;3070248;1 bouteille de 50 gélules;Présentation active;Déclaration de commercialisation;19/01/1965;3400930702482;oui;100%;249,07;250,09;1,02;"Ce médicament peut être pris en charge ou remboursé par l'Assurance Maladie dans les cas suivants :<br><br>- Maladie de Hodgkin<br>- Certaines formes de lymphomes non hodgkiniens<br>- Tumeurs cérébrales ; JOURNAL OFFICIEL ; 03/09/13";CHLORHYDRATE DE PROCARBAZINE : 58,3 mg pour une gélule
69245429;ARIPIPRAZOLE ARROW 10 mg, comprimé;comprimé;orale;Autorisation active;Procédure nationale;Commercialisée;28/05/2018;;;ARROW GENERIQUES;Non;69245429;3014018;plaquette de 28 comprimés;Présentation active;Déclaration de commercialisation;14/11/2018;3400930140185;oui;65%;17,42;18,44;1,02;;ARIPIPRAZOLE : 10 mg pour un comprimé
69247501;INHIXA 2 000 UI (20 mg) dans 0,2 mL, solution injectable en seringue préremplie;solution injectable;"intraveineuse;sous-cutanée;voie extracorporelle autre";Autorisation active;Procédure centralisée;Commercialisée;15/09/2016;;EU/1/16/1132;TECHDOW PHARMA NETHERLANDS (PAYS-BAS);Non;69247501;3012973;2 seringue préremplie de 0,2 ml avec protège-aiguille;Présentation active;Déclaration de commercialisation;10/10/2019;3400930129739;oui;65%;4,34;5,36;1,02;;ÉNOXAPARINE SODIQUE : 20 mg équivalent à 2 000 UI activité anti Xa pour une seringue préremplie
69247501;INHIXA 2 000 UI (20 mg) dans 0,2 mL, solution injectable en seringue préremplie;solution injectable;"intraveineuse;sous-cutanée;voie extracorporelle autre";Autorisation active;Procédure centralisée;Commercialisée;15/09/2016;;EU/1/16/1132;TECHDOW PHARMA NETHERLANDS (PAYS-BAS);Non;69247501;3012974;6 seringue préremplie de 0,2 ml avec protège-aiguille;Présentation active;Déclaration de commercialisation;10/10/2019;3400930129746;oui;65%;12,75;13,77;1,02;;ÉNOXAPARINE SODIQUE : 20 mg équivalent à 2 000 UI activité anti Xa pour une seringue préremplie
69248005;FER SANDOZ 100 mg/5 mL, solution à diluer pour perfusion;solution à diluer pour perfusion;"intraveineuse;voie extracorporelle autre";Autorisation active;Procédure nationale;Commercialisée;05/09/2008;;;SANDOZ;Non;69248005;5734735;5 ampoule de 5 ml;Présentation active;Déclaration de commercialisation;18/01/2011;3400957347352;oui;;;;;;COMPLEXE D'HYDROXYDE FERRIQUE - SACCHAROSE : 2700 mg pour 5 ml de solution injectable
69248521;OMACOR 1000 mg, capsule molle;capsule molle;orale;Autorisation active;Procédure de reconnaissance mutuelle;Commercialisée;02/10/1995;;;BASF;Non;69248521;3570258;1 flacon de 28 capsules;Présentation active;Déclaration de commercialisation;24/02/2005;3400935702586;non;;;;;;ESTERS ÉTHYLIQUES 90 D'ACIDES OMÉGA-3 : 1000 mg pour une capsule
69249210;FINASTERIDE BAILLEUL 1 mg, comprimé pelliculé;comprimé pelliculé;orale;Autorisation active;Procédure de reconnaissance mutuelle;Commercialisée;07/06/2013;;;LABORATOIRES BAILLEUL (LUXEMBOURG);Non;69249210;2683871;plaquette de 28 comprimés;Présentation active;Déclaration de commercialisation;01/10/2013;3400926838713;non;;;;;;FINASTÉRIDE : 1 mg pour un comprimé
69249210;FINASTERIDE BAILLEUL 1 mg, comprimé pelliculé;comprimé pelliculé;orale;Autorisation active;Procédure de reconnaissance mutuelle;Commercialisée;07/06/2013;;;LABORATOIRES BAILLEUL (LUXEMBOURG);Non;69249210;2683894;plaquette de 84 comprimés;Présentation active;Déclaration de commercialisation;01/10/2013;3400926838942;non;;;;;;FINASTÉRIDE : 1 mg pour un comprimé
69250216;MIRCERA 150 microgrammes/0,3 ml, solution injectable en seringue préremplie;solution injectable;"intraveineuse;sous-cutanée";Autorisation active;Procédure centralisée;Commercialisée;20/07/2007;;EU/1/07/400;ROCHE REGISTRATION (ALLEMAGNE);Non;69250216;3815180;1 seringue préremplie de 0,3 ml avec aiguilles;Présentation active;Déclaration de commercialisation;01/09/2008;3400938151800;oui;65%;150,72;151,74;1,02;;MÉTHOXY POLYÉTHYLÈNE GLYCOL-ÉPOÉTINE BÊTA : 150 microgrammes pour une seringue préremplie
69250369;OLANZAPINE BIOGARAN 7,5 mg, comprimé enrobé;comprimé enrobé;orale;Autorisation active;Procédure nationale;Commercialisée;25/08/2010;;;BIOGARAN;Non;69250369;4939903;plaquette de 28 comprimés;Présentation active;Déclaration de commercialisation;28/09/2011;3400949399031;oui;65%;11,63;12,65;1,02;;OLANZAPINE : 7,5 mg pour un comprimé
69250554;ALOSTIL 5 %, mousse pour application cutanée en flacon pressurisé;mousse pour application;cutanée;Autorisation active;Procédure décentralisée;Commercialisée;26/11/2012;;;KENVUE FRANCE;Non;69250554;2666051;3 flacon de sécurité enfant de 60 g;Présentation active;Déclaration de commercialisation;15/11/2013;3400926660512;non;;;;;;MINOXIDIL : 50 mg pour 1 g de mousse pour application cutanée
69251791;BAUME AGATHOL, pommade;pommade;cutanée;Autorisation active;Procédure nationale;Commercialisée;28/05/1996;;;DEBREGEAS ET ASSOCIES PHARMA;Non;69251791;3410968;1 tube de 50 g;Présentation active;Déclaration de commercialisation;19/06/1997;3400934109683;non;;;;;;"BAUME DU PÉROU : 0,2 g pour 100 g de pommade ; DIOXYDE DE TITANE : 2,0 g pour 100 g de pommade ; OXYDE DE ZINC : 3,0 g pour 100 g de pommade"
69252719;PARACETAMOL SANDOZ 1 g, comprimé sécable;comprimé sécable;orale;Autorisation active;Procédure nationale;Commercialisée;25/07/2005;;;SANDOZ;Non;69252719;3694612;plaquette de 8 comprimés;Présentation active;Déclaration de commercialisation;18/01/2006;3400936946125;oui;65%;1,16;2,18;1,02;;PARACÉTAMOL : 1 g pour un comprimé
69252822;SITAGLIPTINE SANDOZ 50 mg, comprimé pelliculé;comprimé pelliculé;orale;Autorisation active;Procédure décentralisée;Commercialisée;26/02/2021;;;SANDOZ;Non;69252822;3022449;plaquette de 30 comprimés;Présentation active;Déclaration de commercialisation;18/03/2025;3400930224496;oui;30 %;8,62;9,64;1,02;;CHLORHYDRATE DE SITAGLIPTINE MONOHYDRATÉ : 50 mg pour un comprimé
69252929;EZETIMIBE/SIMVASTATINE ZYDUS 10 mg/40 mg, comprimé;comprimé;orale;Autorisation active;Procédure nationale;Commercialisée;21/09/2018;;;ZYDUS FRANCE;Non;69252929;3015874;plaquette de 30 comprimés;Présentation active;Déclaration de commercialisation;18/04/2019;3400930158746;oui;65%;13,21;14,23;1,02;;"SIMVASTATINE : 40 mg pour un comprimé ; ÉZÉTIMIBE : 10 mg pour un comprimé"
69252929;EZETIMIBE/SIMVASTATINE ZYDUS 10 mg/40 mg, comprimé;comprimé;orale;Autorisation active;Procédure nationale;Commercialisée;21/09/2018;;;ZYDUS FRANCE;Non;69252929;3015876;plaquette de 90 comprimés;Présentation active;Déclaration de commercialisation;18/04/2019;3400930158760;oui;65%;37,59;40,35;2,76;;"SIMVASTATINE : 40 mg pour un comprimé ; ÉZÉTIMIBE : 10 mg pour un comprimé"
69255195;SKIACOL 0,5 POUR CENT, collyre;collyre en solution;ophtalmique;Autorisation active;Procédure nationale;Commercialisée;01/03/1988;;;LABORATOIRES ALCON;Non;69255195;3216290;1 flacon de 0,5 ml;Présentation active;Déclaration de commercialisation;19/02/1979;3400932162901;non;;;;;;CYCLOPENTOLATE (CHLORHYDRATE DE) : 0,5 g pour 100 ml
69256226;LENALIDOMIDE MYLAN 25 mg, gélule;gélule;orale;Autorisation active;Procédure centralisée;Commercialisée;18/12/2020;;EU/1/20/1490;MYLAN PHARMACEUTICALS (IRLANDE);Non;69256226;3022353;21 plaquette de 1 gélule;Présentation active;Déclaration de commercialisation;18/02/2022;3400930223536;oui;;;;;;LÉNALIDOMIDE : 25 mg pour une gélule
69256226;LENALIDOMIDE MYLAN 25 mg, gélule;gélule;orale;Autorisation active;Procédure centralisée;Commercialisée;18/12/2020;;EU/1/20/1490;MYLAN PHARMACEUTICALS (IRLANDE);Non;69256226;3023101;7 plaquette de 1 gélule;Présentation active;Déclaration de commercialisation;01/06/2023;3400930231012;oui;;;;;;LÉNALIDOMIDE : 25 mg pour une gélule
69256710;ORENCIA 125 mg, solution injectable en seringue préremplie;solution injectable;sous-cutanée;Autorisation active;Procédure centralisée;Commercialisée;04/10/2012;;EU/1/07/389;BRISTOL-MYERS SQUIBB PHARMA (IRLANDE);Non;69256710;2688437;4 seringue préremplie de 1 ml avec aiguilles acier avec protège-aiguille;Présentation active;Déclaration de commercialisation;02/04/2014;3400926884376;oui;65%;706,73;707,75;1,02;"Ce médicament peut être pris en charge ou remboursé par l'Assurance Maladie dans les cas suivants :<br><br><br>POUR TOUTES les présentations :<br>- Polyarthrite rhumatoïde active modérée à sévère, chez les malades adultes, en respectant certaines conditions.<br><br><br>POUR TOUTES les présentations SAUF celles en en stylo prérempli :<br>- Arthrite juvénile idiopathique polyarticulaire chez les enfants de plus de deux ans, en respectant certaines conditions. ; JOURNAL OFFICIEL ; 17/04/20";ABATACEPT : 125 mg pour une seringue préremplie
69256767;AMOXICILLINE/ACIDE CLAVULANIQUE ARROW 500 mg/62,5 mg, comprimé pelliculé (rapport amoxicilline/acide clavulanique : 8/1);comprimé pelliculé;orale;Autorisation active;Procédure nationale;Commercialisée;22/09/2004;;;ARROW GENERIQUES;Non;69256767;3656273;plaquette de 16 comprimés;Présentation active;Déclaration de commercialisation;28/12/2004;3400936562738;oui;65%;4,73;5,75;1,02;;"AMOXICILLINE TRIHYDRATÉE ; CLAVULANATE DE POTASSIUM"
69256767;AMOXICILLINE/ACIDE CLAVULANIQUE ARROW 500 mg/62,5 mg, comprimé pelliculé (rapport amoxicilline/acide clavulanique : 8/1);comprimé pelliculé;orale;Autorisation active;Procédure nationale;Commercialisée;22/09/2004;;;ARROW GENERIQUES;Non;69256767;3656296;plaquette de 24 comprimés;Présentation active;Déclaration de commercialisation;28/12/2004;3400936562967;oui;65%;5,89;6,91;1,02;;"AMOXICILLINE TRIHYDRATÉE ; CLAVULANATE DE POTASSIUM"
69257869;GLICLAZIDE BIOGARAN 60 mg, comprimé sécable à libération modifiée;comprimé sécable à libération modifiée;orale;Autorisation active;Procédure nationale;Commercialisée;25/09/2013;;;BIOGARAN;Non;69257869;2758623;plaquette de 30 comprimés;Présentation active;Déclaration de commercialisation;06/10/2014;3400927586231;oui;65%;2,92;3,94;1,02;;GLICLAZIDE : 60 mg pour un comprimé
69257869;GLICLAZIDE BIOGARAN 60 mg, comprimé sécable à libération modifiée;comprimé sécable à libération modifiée;orale;Autorisation active;Procédure nationale;Commercialisée;25/09/2013;;;BIOGARAN;Non;69257869;2758675;plaquette de 90 comprimés;Présentation active;Déclaration de commercialisation;06/10/2014;3400927586750;oui;65%;8,22;9,24;1,02;;GLICLAZIDE : 60 mg pour un comprimé
69258056;CEFAZOLINE PANPHARMA 1 g/5 ml, poudre et solution pour usage parentéral (IV);poudre et  solution pour usage parentéral;intraveineuse;Autorisation active;Procédure nationale;Commercialisée;28/01/1988;;;PANPHARMA;Non;69258056;5560399;25 flacon de 1 g - 25 ampoules en verre de 5 ml;Présentation active;Déclaration de commercialisation;19/08/1988;3400955603993;non;;;;;;CÉFAZOLINE SODIQUE
69258056;CEFAZOLINE PANPHARMA 1 g/5 ml, poudre et solution pour usage parentéral (IV);poudre et  solution pour usage parentéral;intraveineuse;Autorisation active;Procédure nationale;Commercialisée;28/01/1988;;;PANPHARMA;Non;69258056;5561401;25 flacon de 1 g;Présentation active;Déclaration de commercialisation;19/08/1988;3400955614012;oui;;;;;;CÉFAZOLINE SODIQUE
69258056;CEFAZOLINE PANPHARMA 1 g/5 ml, poudre et solution pour usage parentéral (IV);poudre et  solution pour usage parentéral;intraveineuse;Autorisation active;Procédure nationale;Commercialisée;28/01/1988;;;PANPHARMA;Non;69258056;5609177;50 flacon de 1 g - 50 ampoules en verre de 5 ml;Présentation active;Déclaration de commercialisation;01/01/1991;3400956091775;oui;;;;;;CÉFAZOLINE SODIQUE
69258437;STRENSIQ 100 mg/ml, solution injectable;solution injectable;sous-cutanée;Autorisation active;Procédure centralisée;Commercialisée;28/08/2015;;EU/1/15/1015;ALEXION EUROPE;Oui;69258437;3003116;12 flacon de 0,8 ml;Présentation active;Déclaration de commercialisation;18/01/2018;3400930031162;oui;65%;39,339,93;39,340,95;1,02;;ASFOTASE ALFA : 100 mg pour 1 ml de solution injectable
69258501;ACICLOVIR VIATRIS 250 mg, poudre pour solution injectable (IV);poudre pour solution injectable;intraveineuse;Autorisation active;Procédure nationale;Commercialisée;06/05/1998;;;VIATRIS SANTE;Non;69258501;3466710;5 flacon de 250 mg;Présentation active;Déclaration de commercialisation;19/09/1999;3400934667107;oui;;;;;;ACICLOVIR : 250 mg pour un flacon
69259329;REPAGLINIDE SANDOZ 1 mg, comprimé;comprimé;orale;Autorisation active;Procédure décentralisée;Commercialisée;26/07/2010;;;SANDOZ;Non;69259329;4927952;plaquette de 90 comprimés;Présentation active;Déclaration de commercialisation;29/04/2011;3400949279524;oui;65%;5,99;7,01;1,02;;RÉPAGLINIDE : 1 mg pour un comprimé
69259329;REPAGLINIDE SANDOZ 1 mg, comprimé;comprimé;orale;Autorisation active;Procédure décentralisée;Commercialisée;26/07/2010;;;SANDOZ;Non;69259329;4928012;plaquette de 270 comprimés;Présentation active;Déclaration de commercialisation;01/09/2011;3400949280124;oui;65%;16,94;19,70;2,76;;RÉPAGLINIDE : 1 mg pour un comprimé
69260153;ISENTRESS 100 mg, granulés pour suspension buvable;granulés pour suspension buvable;orale;Autorisation active;Procédure centralisée;Commercialisée;22/08/2014;;EU/1/07/436;MERCK SHARP & DOHME (PAYS-BAS);Non;69260153;2794636;60 sachet(s) polytéréphtalate (PET) aluminium polyéthylène basse densité (PEBD) avec 2 seringue(s) doseuse(s);Présentation active;Déclaration de commercialisation;06/06/2016;3400927946363;oui;100%;197,16;198,18;1,02;"Ce médicament peut être pris en charge ou remboursé par l'Assurance Maladie dans les cas suivants :<br><br>- Infection par le virus de l'immunodéficience humaine (VIH-1), uniquement chez les jeunes enfants et les nourrissons à partir de 4 semaines et ayant un poids compris entre 3 et < 20 kg, en cas d'inefficacité des autres traitements et en l'absence de diminution de la sensibilité du virus à cette molécule et à au moins deux autres antirétroviraux pouvant être utilisés en association.<br>- Infection par le virus de l'immunodéficience humaine (VIH-1), uniquement chez les nouveaux-nés de moins de 4 semaines, pesant entre 3 et 20 kg, en situation d'échec de traitement, et dont on a déterminé que la maladie était sensible à ce médicament et à deux autres pouvant être utilisés tous ensembles. ; JOURNAL OFFICIEL ; 31/05/16";RALTÉGRAVIR POTASSIQUE : 108,6 mg pour un sachet
