Libellé;CIP13
"RECTOQUOTANE, crème rectale, CÉTRIMIDE : 0,5 g pour 100 g ; CHLORHYDRATE DE QUINISOCAÏNE : 0,5 g pour 100 g, crème, 1 tube de 20 g avec canules polyéthylène";3400930899922
NARAMIG 2,5 mg, comprimé pelliculé, NARATRIPTAN (CHLORHYDRATE DE), comprimé pelliculé, plaquette de 6 comprimés avec sécurité enfant;3400934394232
NARAMIG 2,5 mg, comprimé pelliculé, NARATRIPTAN (CHLORHYDRATE DE), comprimé pelliculé, plaquette de 12 comprimés avec sécurité enfant;3400934642203
AMOXICILLINE ZYDUS 1 g, comprimé dispersible, AMOXICILLINE TRIHYDRATÉE, comprimé dispersible, plaquette de 6 comprimés;3400930193495
AMOXICILLINE ZYDUS 1 g, comprimé dispersible, AMOXICILLINE TRIHYDRATÉE, comprimé dispersible, plaquette de 14 comprimés;3400930193501
MILNACIPRAN ARROW 50 mg, gélule, CHLORHYDRATE DE MILNACIPRAN : 50 mg pour une gélule, gélule, plaquette de 56 gélules;3400941714313
MILNACIPRAN ARROW 50 mg, gélule, CHLORHYDRATE DE MILNACIPRAN : 50 mg pour une gélule, gélule, plaquette de 56 gélules;3400941801341
ACETATE DE CYPROTERONE EG 50 mg, comprimé sécable, ACÉTATE DE CYPROTÉRONE : 50 mg pour un comprimé, comprimé sécable, plaquette de 20 comprimés;3400936269705
"SCYOVA 240 mg/mL + 12 mg/mL, solution pour perfusion, FOSLÉVODOPA : 240 mg pour 1 mL de solution ; FOSCARBIDOPA : 12 mg pour 1 mL de solution, solution pour perfusion, 7 flacon de 10 mL";3400930279083
MEGAMAGNESIA 45 mg, gélule, MAGNÉSIUM (ASPARTATE DE) DIHYDRATÉ : 400 mg pour une gélule, gélule, plaquette de 40 gélules;3400932916993
LARMABAK 0,9 POUR CENT, collyre, CHLORURE DE SODIUM : 0,900 g pour 100 ml, collyre, 1 flacon de 10 ml;3400933817930
IBUPROFENE ZYDUS FRANCE 200 mg, comprimé pelliculé, IBUPROFÈNE : 200 mg pour un comprimé, comprimé pelliculé, plaquette de 20 comprimés;3400921845471
"NEBIVOLOL/HYDROCHLOROTHIAZIDE CRISTERS 5 mg/25 mg, comprimé pelliculé, HYDROCHLOROTHIAZIDE : 25 mg pour un comprimé ; CHLORHYDRATE DE NÉBIVOLOL, comprimé pelliculé, plaquette de 30 comprimés";3400930156766
"NEBIVOLOL/HYDROCHLOROTHIAZIDE CRISTERS 5 mg/25 mg, comprimé pelliculé, HYDROCHLOROTHIAZIDE : 25 mg pour un comprimé ; CHLORHYDRATE DE NÉBIVOLOL, comprimé pelliculé, plaquette de 90 comprimés";3400930156773
"STREPSILS MENTHE GLACIALE, pastille à sucer, AMYLMÉTACRÉSOL : 0,6 mg pour une pastille ; DICHLOROBENZYLIQUE (ALCOOL) : 1,2 mg pour une pastille, pastille à sucer, plaquette de 24 pastilles";3400932037780
FRAGMINE 10 000 U.I. anti-Xa/0,4 mL, solution injectable en seringue pré-remplie, DALTÉPARINE SODIQUE : 10000 U.I. anti-Xa pour une seringue pré-remplie de 0,4 ml, solution injectable, 5 seringue préremplie de 0,4 ml avec pistons polystyrène avec système de sécurité Needle-Trap avec protège-aiguille caoutchouc;3400949250196
"OLIMEL N12, émulsion pour perfusion, ACIDE ASPARTIQUE : 1,43 g pour 650 mL d'émulsion reconstituée ; ALANINE : 7,14 g pour 650 mL d'émulsion reconstituée ; ACÉTATE DE LYSINE : 5,48 g pour 650 mL d'émulsion reconstituée ; HISTIDINE : 2,94 g pour 650 mL d'émulsion reconstituée ; ISOLEUCINE : 2,46 g pour 650 mL d'émulsion reconstituée ; LEUCINE : 3,42 g pour 650 mL d'émulsion reconstituée ; PHÉNYLALANINE : 3,42 g pour 650 mL d'émulsion reconstituée ; SÉRINE : 1,95 g pour 650 mL d'émulsion reconstituée ; THRÉONINE : 2,46 g pour 650 mL d'émulsion reconstituée ; L-TRYPTOPHANE : 0,82 g pour 650 mL d'émulsion reconstituée ; VALINE : 3,16 g pour 650 mL d'émulsion reconstituée ; GLYCINE : 3,42 g pour 650 mL d'émulsion reconstituée ; ACIDE GLUTAMIQUE : 2,46 g pour 650 mL d'émulsion reconstituée ; ARGININE : 4,84 g pour 650 mL d'émulsion reconstituée ; MÉTHIONINE : 2,46 g pour 650 mL d'émulsion reconstituée ; PROLINE : 2,94 g pour 650 mL d'émulsion reconstituée ; TYROSINE : 0,13 g pour 650 mL d'émulsion reconstituée ; HUILE DE SOJA RAFFINÉE : huile d'olive raffinée + huile de soja raffinée : 22,75 g pour 650 mL d'émulsion reconstituée ; GLUCOSE MONOHYDRATÉ : 52,43 g pour 650 mL d'émulsion reconstituée ; HUILE D'OLIVE RAFFINÉE : huile d'olive raffinée + huile de soja raffinée : 22,75 g pour 650 mL d'émulsion reconstituée, émulsion pour perfusion, 10 poche de 650 m";3400930174753
"OLIMEL N12, émulsion pour perfusion, ACIDE ASPARTIQUE : 1,43 g pour 650 mL d'émulsion reconstituée ; ALANINE : 7,14 g pour 650 mL d'émulsion reconstituée ; ACÉTATE DE LYSINE : 5,48 g pour 650 mL d'émulsion reconstituée ; HISTIDINE : 2,94 g pour 650 mL d'émulsion reconstituée ; ISOLEUCINE : 2,46 g pour 650 mL d'émulsion reconstituée ; LEUCINE : 3,42 g pour 650 mL d'émulsion reconstituée ; PHÉNYLALANINE : 3,42 g pour 650 mL d'émulsion reconstituée ; SÉRINE : 1,95 g pour 650 mL d'émulsion reconstituée ; THRÉONINE : 2,46 g pour 650 mL d'émulsion reconstituée ; L-TRYPTOPHANE : 0,82 g pour 650 mL d'émulsion reconstituée ; VALINE : 3,16 g pour 650 mL d'émulsion reconstituée ; GLYCINE : 3,42 g pour 650 mL d'émulsion reconstituée ; ACIDE GLUTAMIQUE : 2,46 g pour 650 mL d'émulsion reconstituée ; ARGININE : 4,84 g pour 650 mL d'émulsion reconstituée ; MÉTHIONINE : 2,46 g pour 650 mL d'émulsion reconstituée ; PROLINE : 2,94 g pour 650 mL d'émulsion reconstituée ; TYROSINE : 0,13 g pour 650 mL d'émulsion reconstituée ; HUILE DE SOJA RAFFINÉE : huile d'olive raffinée + huile de soja raffinée : 22,75 g pour 650 mL d'émulsion reconstituée ; GLUCOSE MONOHYDRATÉ : 52,43 g pour 650 mL d'émulsion reconstituée ; HUILE D'OLIVE RAFFINÉE : huile d'olive raffinée + huile de soja raffinée : 22,75 g pour 650 mL d'émulsion reconstituée, émulsion pour perfusion, 6 poche de 1000 mL";3400930174760
"OLIMEL N12, émulsion pour perfusion, ACIDE ASPARTIQUE : 1,43 g pour 650 mL d'émulsion reconstituée ; ALANINE : 7,14 g pour 650 mL d'émulsion reconstituée ; ACÉTATE DE LYSINE : 5,48 g pour 650 mL d'émulsion reconstituée ; HISTIDINE : 2,94 g pour 650 mL d'émulsion reconstituée ; ISOLEUCINE : 2,46 g pour 650 mL d'émulsion reconstituée ; LEUCINE : 3,42 g pour 650 mL d'émulsion reconstituée ; PHÉNYLALANINE : 3,42 g pour 650 mL d'émulsion reconstituée ; SÉRINE : 1,95 g pour 650 mL d'émulsion reconstituée ; THRÉONINE : 2,46 g pour 650 mL d'émulsion reconstituée ; L-TRYPTOPHANE : 0,82 g pour 650 mL d'émulsion reconstituée ; VALINE : 3,16 g pour 650 mL d'émulsion reconstituée ; GLYCINE : 3,42 g pour 650 mL d'émulsion reconstituée ; ACIDE GLUTAMIQUE : 2,46 g pour 650 mL d'émulsion reconstituée ; ARGININE : 4,84 g pour 650 mL d'émulsion reconstituée ; MÉTHIONINE : 2,46 g pour 650 mL d'émulsion reconstituée ; PROLINE : 2,94 g pour 650 mL d'émulsion reconstituée ; TYROSINE : 0,13 g pour 650 mL d'émulsion reconstituée ; HUILE DE SOJA RAFFINÉE : huile d'olive raffinée + huile de soja raffinée : 22,75 g pour 650 mL d'émulsion reconstituée ; GLUCOSE MONOHYDRATÉ : 52,43 g pour 650 mL d'émulsion reconstituée ; HUILE D'OLIVE RAFFINÉE : huile d'olive raffinée + huile de soja raffinée : 22,75 g pour 650 mL d'émulsion reconstituée, émulsion pour perfusion, 4 poche de 1500 mL";3400930174777
"OLIMEL N12, émulsion pour perfusion, ACIDE ASPARTIQUE : 1,43 g pour 650 mL d'émulsion reconstituée ; ALANINE : 7,14 g pour 650 mL d'émulsion reconstituée ; ACÉTATE DE LYSINE : 5,48 g pour 650 mL d'émulsion reconstituée ; HISTIDINE : 2,94 g pour 650 mL d'émulsion reconstituée ; ISOLEUCINE : 2,46 g pour 650 mL d'émulsion reconstituée ; LEUCINE : 3,42 g pour 650 mL d'émulsion reconstituée ; PHÉNYLALANINE : 3,42 g pour 650 mL d'émulsion reconstituée ; SÉRINE : 1,95 g pour 650 mL d'émulsion reconstituée ; THRÉONINE : 2,46 g pour 650 mL d'émulsion reconstituée ; L-TRYPTOPHANE : 0,82 g pour 650 mL d'émulsion reconstituée ; VALINE : 3,16 g pour 650 mL d'émulsion reconstituée ; GLYCINE : 3,42 g pour 650 mL d'émulsion reconstituée ; ACIDE GLUTAMIQUE : 2,46 g pour 650 mL d'émulsion reconstituée ; ARGININE : 4,84 g pour 650 mL d'émulsion reconstituée ; MÉTHIONINE : 2,46 g pour 650 mL d'émulsion reconstituée ; PROLINE : 2,94 g pour 650 mL d'émulsion reconstituée ; TYROSINE : 0,13 g pour 650 mL d'émulsion reconstituée ; HUILE DE SOJA RAFFINÉE : huile d'olive raffinée + huile de soja raffinée : 22,75 g pour 650 mL d'émulsion reconstituée ; GLUCOSE MONOHYDRATÉ : 52,43 g pour 650 mL d'émulsion reconstituée ; HUILE D'OLIVE RAFFINÉE : huile d'olive raffinée + huile de soja raffinée : 22,75 g pour 650 mL d'émulsion reconstituée, émulsion pour perfusion, 4 poche de 2000 mL";3400930174791
KYTRIL 1 mg, comprimé pelliculé, CHLORHYDRATE DE GRANISÉTRON, comprimé pelliculé, plaquette de 2 comprimés;3400933715762
KYTRIL 1 mg, comprimé pelliculé, CHLORHYDRATE DE GRANISÉTRON, comprimé pelliculé, plaquette de 10 comprimés;3400933715823
"TRINARA CONTINU, comprimé pelliculé, ÉTHINYLESTRADIOL : 0,035 mg pour un comprimé ; NORGESTIMATE : 0,180 mg pour un comprimé ; ÉTHINYLESTRADIOL : 0,035 mg pour un comprimé ; NORGESTIMATE : 0,250 mg pour un comprimé ; ÉTHINYLESTRADIOL : 0,035 mg pour un comprimé ; NORGESTIMATE : 0,215 mg pour un comprimé, comprimé(s), 3 plaquette de 28 comprimés";3400930276693
"TRAMADOL/PARACETAMOL ZYDUS 37,5 mg/325 mg, comprimé pelliculé, PARACÉTAMOL : 325 mg pour un comprimé ; CHLORHYDRATE DE TRAMADOL : 37,50 mg pour un comprimé, comprimé pelliculé, plaquette de 20 comprimés";3400927513541
ECHINACEA ANGUSTIFOLIA TEINTURE MERE BOIRON, liquide oral, ECHINACEA ANGUSTIFOLIA POUR PRÉPARATIONS HOMÉOPATHIQUES : (TM) qs pour un flacon de 125 ml, liquide, 1 flacon de 125 ml et seringue graduée pour administration orale;3400930140659
"KIVIZIDIALE 40 microgrammes/mL + 5 mg/mL, collyre en solution, MALÉATE DE TIMOLOL ; TRAVOPROST : 40 microgrammes pour 1 mL de collyre en solution, collyre en solution, 1 flacon de 2,5 ml de collyre muni d'une pompe, d'un cylindre à pression et d'un capuchon";3400930136188
"KIVIZIDIALE 40 microgrammes/mL + 5 mg/mL, collyre en solution, MALÉATE DE TIMOLOL ; TRAVOPROST : 40 microgrammes pour 1 mL de collyre en solution, collyre en solution, 3 flacon de 2,5 ml de collyre muni d'une pompe, d'un cylindre à pression et d'un capuchon";3400930185704
"BIONOLYTE G10, solution pour perfusion, CHLORURE DE POTASSIUM : 0,2 g pour 100 ml ; CHLORURE DE SODIUM : 0,4 g pour 100 ml ; GLUCOSE MONOHYDRATÉ : 11,0 g pour 100 ml, solution pour perfusion, 10 flacon de 500 ml";3400938377507
"BIONOLYTE G10, solution pour perfusion, CHLORURE DE POTASSIUM : 0,2 g pour 100 ml ; CHLORURE DE SODIUM : 0,4 g pour 100 ml ; GLUCOSE MONOHYDRATÉ : 11,0 g pour 100 ml, solution pour perfusion, 10 flacon de 1000 ml";3400938377965
"BIONOLYTE G10, solution pour perfusion, CHLORURE DE POTASSIUM : 0,2 g pour 100 ml ; CHLORURE DE SODIUM : 0,4 g pour 100 ml ; GLUCOSE MONOHYDRATÉ : 11,0 g pour 100 ml, solution pour perfusion, 20 poche de 500 ml";3400938636062
"BIONOLYTE G10, solution pour perfusion, CHLORURE DE POTASSIUM : 0,2 g pour 100 ml ; CHLORURE DE SODIUM : 0,4 g pour 100 ml ; GLUCOSE MONOHYDRATÉ : 11,0 g pour 100 ml, solution pour perfusion, 10 poche de 1000 ml";3400938642506
L-THYROXIN HENNING 25 microgrammes, comprimé sécable, LÉVOTHYROXINE SODIQUE, comprimé sécable, plaquette de 100 comprimés;3400930119761
TEMOZOLOMIDE SUN 20 mg, gélule, TÉMOZOLOMIDE : 20 mg pour une gélule, gélule, 5 plaquette de 1 gélule;3400926785741
ENBREL 50 mg, solution injectable en cartouche distributrice de dose, ÉTANERCEPT : 50 mg pour une cartouche, solution injectable, 4 seringues préremplies en verre contenant chacune une cartouche distributrice de dose de 1 mL + 8 tampons alcoolisés;3400930252611
PREVYMIS 480 mg, comprimé pelliculé, LÉTERMOVIR : 480 mg pour un comprimé, comprimé pelliculé, 28 plaquette de 1 comprimé;3400930127247
DAPTOMYCINE HIKMA PHARMA 500 mg, poudre pour solution injectable/pour perfusion, DAPTOMYCINE : 500 mg pour un flacon, poudre pour solution injectable ou pour perfusion, 1 flacon de 20 mL;3400955101130
PERINDOPRIL BIOGARAN 8 mg, comprimé, PÉRINDOPRIL TERT-BUTYLAMINE : 8 mg pour un comprimé, comprimé, plaquette de 30 comprimés;3400936293137
PERINDOPRIL BIOGARAN 8 mg, comprimé, PÉRINDOPRIL TERT-BUTYLAMINE : 8 mg pour un comprimé, comprimé, plaquette de 90 comprimés;3400936293427
ROSUVASTATINE TEVA 5 mg, comprimé pelliculé, ROSUVASTATINE CALCIQUE, comprimé pelliculé, 30 plaquette de 1 comprimé;3400930052068
ROSUVASTATINE TEVA 5 mg, comprimé pelliculé, ROSUVASTATINE CALCIQUE, comprimé pelliculé, 90 plaquette de 1 comprimé;3400930083529
ATORVASTATINE ARROW GENERIQUES 40 mg, comprimé pelliculé, ATORVASTATINE CALCIQUE TRIHYDRATÉE, comprimé pelliculé, plaquette de 90 comprimés;3400930035504
ATORVASTATINE ARROW GENERIQUES 40 mg, comprimé pelliculé, ATORVASTATINE CALCIQUE TRIHYDRATÉE, comprimé pelliculé, flacon de 30 comprimés;3400930035528
ATORVASTATINE ARROW GENERIQUES 40 mg, comprimé pelliculé, ATORVASTATINE CALCIQUE TRIHYDRATÉE, comprimé pelliculé, plaquette de 30 comprimés;3400930112427
ATORVASTATINE ARROW GENERIQUES 40 mg, comprimé pelliculé, ATORVASTATINE CALCIQUE TRIHYDRATÉE, comprimé pelliculé, plaquette de 90 comprimés;3400930112441
MIFLASONE 400 microgrammes, poudre pour inhalation en gélule, DIPROPIONATE DE BÉCLOMÉTHASONE : 400 microgrammes pour une gélule, poudre pour inhalation en gélule, plaquette de 60 gélules;3400935659552
"SARGENOR A LA VITAMINE C, solution buvable en ampoule, ACIDE ASCORBIQUE : 0,5 g pour une ampoule de 5 ml ; ASPARTATE D'ARGININE : 1,5 g pour une ampoule de 5 ml, solution buvable, 20 ampoule de 5 ml";3400935456229
PREGABALINE UPSA 300 mg, gélule, PRÉGABALINE : 300 mg pour une gélule, gélule, plaquette de 56 gélules;3400930032534
LANSOPRAZOLE EVOLUGEN 15 mg, gélule gastro-résistante, LANSOPRAZOLE : 15 mg pour une gélule, gélule gastro-résistant(e), plaquette de 30 gélules;3400949498246
BINOCRIT 10 000 UI/1 mL, solution injectable en seringue préremplie, ÉPOÉTINE ALFA : 10000 UI pour 1 ml, solution injectable, 1 seringue préremplie de 1 ml;3400938216776
BINOCRIT 10 000 UI/1 mL, solution injectable en seringue préremplie, ÉPOÉTINE ALFA : 10000 UI pour 1 ml, solution injectable, 6 seringue préremplie de 1 ml;3400938216837
COPAXONE 40 mg/ml, solution injectable en seringue préremplie, ACÉTATE DE GLATIRAMÈRE : 40 mg pour une seringue préremplie de 1 ml, solution injectable, 12 seringue préremplie de 1 ml;3400930074695
"IZALGI 500 mg/25 mg, gélule, PARACÉTAMOL : 500 mg pour une gélule ; POUDRE D'OPIUM : 25 mg pour une gélule, gélule, plaquette de 16 gélules";3400949605538
"IZALGI 500 mg/25 mg, gélule, PARACÉTAMOL : 500 mg pour une gélule ; POUDRE D'OPIUM : 25 mg pour une gélule, gélule, plaquette de 100 gélules";3400955003182
PREGABALINE ARROW 150 mg, gélule, PRÉGABALINE : 150 mg pour une gélule, gélule, plaquette de 56 gélules;3400930147894
PERINDOPRIL ARROW 2 mg, comprimé, PÉRINDOPRIL TERT-BUTYLAMINE : 2 mg pour un comprimé, comprimé, plaquette de 30 comprimés;3400939399188
PERINDOPRIL ARROW 2 mg, comprimé, PÉRINDOPRIL TERT-BUTYLAMINE : 2 mg pour un comprimé, comprimé, plaquette de 90 comprimés;3400939399300
RUXIENCE 100 mg, solution à diluer pour perfusion, RITUXIMAB : 100 mg pour un flacon de 10 mL, solution à diluer pour perfusion, 1 flacon de 10 mL;3400930205945
TADALAFIL MYLAN 5 mg, comprimé pelliculé, TADALAFIL : 5 mg pour un comprimé, comprimé pelliculé, plaquette de 28 comprimés;3400930007662
TADALAFIL MYLAN 5 mg, comprimé pelliculé, TADALAFIL : 5 mg pour un comprimé, comprimé pelliculé, plaquette de 84 comprimés;3400930088203
CEFTRIAXONE SUN 1 g/3,5 ml, poudre et solvant pour solution injectable (IM), CEFTRIAXONE SODIQUE, poudre et  solvant pour solution injectable, 1 flacon de 1,193 g - 1 ampoule en verre de 3,5 ml;3400936284890
FRAXIPARINE 7 600 U.I. Axa/0,8 ml, solution injectable (S.C.) en seringue pré-remplie, NADROPARINE CALCIQUE : 7600 UI AXa pour une seringue pré-remplie, solution injectable, 2 seringue préremplie de 0,8 ml avec système de sécurité : manchon plastique transparent;3400933246549
FRAXIPARINE 7 600 U.I. Axa/0,8 ml, solution injectable (S.C.) en seringue pré-remplie, NADROPARINE CALCIQUE : 7600 UI AXa pour une seringue pré-remplie, solution injectable, 10 seringue préremplie de 0,8 ml avec système de sécurité : manchon plastique transparent;3400933488963
EFFERALGANMED 80 mg, poudre effervescente pour solution buvable en sachet, PARACÉTAMOL : 80 mg pour un sachet de 0,52 g, poudre effervescent(e) pour solution buvable, 12 sachet de 0,52 g;3400933905330
RILMENIDINE VIATRIS 1 mg, comprimé, DIHYDROGÉNOPHOSPHATE DE RILMÉNIDINE, comprimé, plaquette de 30 comprimés;3400936089372
RILMENIDINE VIATRIS 1 mg, comprimé, DIHYDROGÉNOPHOSPHATE DE RILMÉNIDINE, comprimé, plaquette de 90 comprimés;3400937300414
OXYCONTIN LP 40 mg, comprimé pelliculé à libération prolongée, OXYCODONE (CHLORHYDRATE D') : 40 mg pour un comprimé, comprimé pelliculé à libération prolongée, plaquette de 28 comprimés;3400935422279
"REPEVAX, suspension injectable en seringue préremplie. Vaccin diphtérique, tétanique, coquelucheux (acellulaire, multicomposé) et poliomyélitique (inactivé), (adsorbé, à teneur réduite en antigène(s)), ANATOXINE DIPHTÉRIQUE : supérieur ou égal à 2 UI pour une dose de 0,5 ml ; ANATOXINE TÉTANIQUE : supérieur ou égal à 20 UI pour une dose de 0,5 ml ; VIRUS POLIOMYÉLITIQUE SOUCHE MEF-1 DE TYPE 2 INACTIVÉ : 7 UD pour une dose de 0,5 ml ; VIRUS POLIOMYÉLITIQUE SOUCHE SAUKETT DE TYPE 3 INACTIVÉ : 26 UD pour une dose de 0,5 ml ; VIRUS POLIOMYELITIQUE SOUCHE MAHONEY DE TYPE 1 INACTIVÉ : 29 UD pour une dose de 0,5 ml ; ANTIGÈNE PERTUSSIQUE : PERTACTINE : 3 microgrammes pour une dose de 0,5 ml ; ANTIGÈNES PERTUSSIQUES : FIMBRIAE TYPE 2 ET 3 : 5 microgrammes pour une dose de 0,5 ml ; ANTIGÈNE PERTUSSIQUE : HÉMAGGLUTININE FILAMENTEUSE : 5 microgrammes pour une dose de 0,5 ml ; ANTIGÈNE PERTUSSIQUE : ANATOXINE PERTUSSIQUE : 2,5 microgrammes pour une dose de 0,5 ml, suspension injectable, 1 seringue préremplie de 0,5 ml munie d'un bouchon-piston chlorobutyle élastomère sans aiguille attachée avec un capuchon tip-cap avec une aiguille séparée";3400936873742
"REPEVAX, suspension injectable en seringue préremplie. Vaccin diphtérique, tétanique, coquelucheux (acellulaire, multicomposé) et poliomyélitique (inactivé), (adsorbé, à teneur réduite en antigène(s)), ANATOXINE DIPHTÉRIQUE : supérieur ou égal à 2 UI pour une dose de 0,5 ml ; ANATOXINE TÉTANIQUE : supérieur ou égal à 20 UI pour une dose de 0,5 ml ; VIRUS POLIOMYÉLITIQUE SOUCHE MEF-1 DE TYPE 2 INACTIVÉ : 7 UD pour une dose de 0,5 ml ; VIRUS POLIOMYÉLITIQUE SOUCHE SAUKETT DE TYPE 3 INACTIVÉ : 26 UD pour une dose de 0,5 ml ; VIRUS POLIOMYELITIQUE SOUCHE MAHONEY DE TYPE 1 INACTIVÉ : 29 UD pour une dose de 0,5 ml ; ANTIGÈNE PERTUSSIQUE : PERTACTINE : 3 microgrammes pour une dose de 0,5 ml ; ANTIGÈNES PERTUSSIQUES : FIMBRIAE TYPE 2 ET 3 : 5 microgrammes pour une dose de 0,5 ml ; ANTIGÈNE PERTUSSIQUE : HÉMAGGLUTININE FILAMENTEUSE : 5 microgrammes pour une dose de 0,5 ml ; ANTIGÈNE PERTUSSIQUE : ANATOXINE PERTUSSIQUE : 2,5 microgrammes pour une dose de 0,5 ml, suspension injectable, 1 seringue préremplie de 0,5 ml munie d'un bouchon-piston chlorobutyle élastomère sans aiguille attachée avec un capuchon tip-cap avec deux aiguilles séparées";3400936873971
"ENALAPRIL/LERCANIDIPINE CRISTERS 20 mg/10 mg, comprimé pelliculé, MALÉATE D'ÉNALAPRIL : 20 mg pour un comprimé ; CHLORHYDRATE DE LERCANIDIPINE : 10 mg pour un comprimé, comprimé pelliculé, plaquette de 30 comprimés";3400930128213
"ENALAPRIL/LERCANIDIPINE CRISTERS 20 mg/10 mg, comprimé pelliculé, MALÉATE D'ÉNALAPRIL : 20 mg pour un comprimé ; CHLORHYDRATE DE LERCANIDIPINE : 10 mg pour un comprimé, comprimé pelliculé, plaquette de 90 comprimés";3400930128220
FEIBA 50 U/ml, poudre et solvant pour solution injectable, FACTEUR DE COAGULATION AYANT UNE ACTIVITÉ COURT-CIRCUITANT L'INHIBITEUR DU FACTEUR VIII : 50 Unités FEIBA pour 1 ml de solution reconstituée, poudre et  solvant pour solution injectable, 1 flacon de 500 U - 1 flacon solvant en verre de 10 ml avec une aiguille de perfusion, un dispositif de transfert BAXJECT II Hi-Flow, une seringue à usage unique polypropylène, un nécessaire d'injection;3400955055174
FEIBA 50 U/ml, poudre et solvant pour solution injectable, FACTEUR DE COAGULATION AYANT UNE ACTIVITÉ COURT-CIRCUITANT L'INHIBITEUR DU FACTEUR VIII : 50 Unités FEIBA pour 1 ml de solution reconstituée, poudre et  solvant pour solution injectable, 1 flacon de 2500 U - 1 flacon solvant en verre de 50 ml avec une aiguille de perfusion, un dispositif de transfert BAXJECT II Hi-Flow, une seringue à usage unique polypropylène, un nécessaire d'injection;3400955055181
FEIBA 50 U/ml, poudre et solvant pour solution injectable, FACTEUR DE COAGULATION AYANT UNE ACTIVITÉ COURT-CIRCUITANT L'INHIBITEUR DU FACTEUR VIII : 50 Unités FEIBA pour 1 ml de solution reconstituée, poudre et  solvant pour solution injectable, 1 flacon de 1000 U - 1 flacon solvant en verre de 20 ml avec une aiguille de perfusion, un dispositif de transfert BAXJECT II Hi-Flow, une seringue à usage unique polypropylène, un nécessaire d'injection;3400956451500
PRAVASTATINE ZENTIVA 10 mg, comprimé sécable, PRAVASTATINE SODIQUE : 10 mg pour un comprimé, comprimé sécable, plaquette de 28 comprimés;3400937455220
"SPIRONOLACTONE ALTIZIDE PFIZER 25 mg/15 mg, comprimé sécable, SPIRONOLACTONE : 25 mg pour un comprimé ; ALTIZIDE : 15 mg pour un comprimé, comprimé sécable, plaquette de 90 comprimés";3400937296939
DEPAKINE 200 mg, comprimé gastro-résistant, SODIUM (VALPROATE DE) : 200 mg pour un comprimé, comprimé gastro-résistant(e), tube de 40 comprimés;3400930292921
TENKASI 400 mg, poudre pour solution à diluer pour perfusion, DIPHOSPHATE D'ORITAVANCINE : 443,7 mg pour un flacon, poudre pour solution à diluer pour perfusion, 3 flacon de 50 mL;3400955008729
WILFACTIN 100 UI/mL, poudre et solvant pour solution injectable, FACTEUR WILLEBRAND DE COAGULATION HUMAIN : 100 UI pour 1 ml de solution reconstituée, poudre et  solvant pour solution injectable, 1 flacon de 10 g de poudre - 1 flacon en verre de 10 ml de solvant avec dispositifs de transfert;3400956451388
WILFACTIN 100 UI/mL, poudre et solvant pour solution injectable, FACTEUR WILLEBRAND DE COAGULATION HUMAIN : 100 UI pour 1 ml de solution reconstituée, poudre et  solvant pour solution injectable, 1 flacon de 5 g de poudre - 1 flacon en verre de 5 ml de solvant avec dispositifs de transfert;3400958510106
WILFACTIN 100 UI/mL, poudre et solvant pour solution injectable, FACTEUR WILLEBRAND DE COAGULATION HUMAIN : 100 UI pour 1 ml de solution reconstituée, poudre et  solvant pour solution injectable, 1 flacon de 20 g de poudre - 1 flacon en verre de 20 ml de solvant avec dispositifs de transfert;3400958510274
METOPIMAZINE ARROW CONSEIL 7,5 mg SANS SUCRE, comprimé orodispersible édulcoré à laspartam, MÉTOPIMAZINE : 7,5 mg pour un comprimé, comprimé orodispersible, plaquette de 8 comprimés;3400930274088
PANTOPRAZOLE BIOGARAN 40 mg, comprimé gastro-résistant, PANTOPRAZOLE SODIQUE SESQUIHYDRATÉ : 45,1 mg pour un comprimé, comprimé gastro-résistant(e), flacon de 28 comprimés;3400939213095
PANTOPRAZOLE BIOGARAN 40 mg, comprimé gastro-résistant, PANTOPRAZOLE SODIQUE SESQUIHYDRATÉ : 45,1 mg pour un comprimé, comprimé gastro-résistant(e), plaquette de 7 comprimés;3400939213156
PANTOPRAZOLE BIOGARAN 40 mg, comprimé gastro-résistant, PANTOPRAZOLE SODIQUE SESQUIHYDRATÉ : 45,1 mg pour un comprimé, comprimé gastro-résistant(e), plaquette de 14 comprimés;3400939213217
PANTOPRAZOLE BIOGARAN 40 mg, comprimé gastro-résistant, PANTOPRAZOLE SODIQUE SESQUIHYDRATÉ : 45,1 mg pour un comprimé, comprimé gastro-résistant(e), plaquette de 28 comprimés;3400939213385
"EZETIMIBE/SIMVASTATINE SANDOZ 10 mg/20 mg, comprimé, SIMVASTATINE : 20 mg pour un comprimé ; ÉZÉTIMIBE : 10 mg pour un comprimé, comprimé, plaquette de 30 comprimés";3400930097441
"EZETIMIBE/SIMVASTATINE SANDOZ 10 mg/20 mg, comprimé, SIMVASTATINE : 20 mg pour un comprimé ; ÉZÉTIMIBE : 10 mg pour un comprimé, comprimé, plaquette de 90 comprimés";3400930097465
EPLERENONE ARROW 25 mg, comprimé pelliculé, ÉPLÉRÉNONE : 25 mg pour un comprimé, comprimé pelliculé, plaquette de 30 comprimés;3400930009772
EPLERENONE ARROW 25 mg, comprimé pelliculé, ÉPLÉRÉNONE : 25 mg pour un comprimé, comprimé pelliculé, 90 plaquette de 1 comprimé;3400930009949
