Libellé;CIP13
TRANDATE 5 mg/ml, solution injectable, LABÉTALOL (CHLORHYDRATE DE) : 100 mg pour une ampoule de 20 ml, solution injectable, 5 ampoule de 20 ml;3400955249436
SEVELAMER CARBONATE BIOGARAN 800 mg, comprimé pelliculé, CARBONATE DE SÉVÉLAMER : 800 mg pour un comprimé, comprimé pelliculé, flacon de 180 comprimés;3400930002377
"VALSARTAN HYDROCHLOROTHIAZIDE ZENTIVA LAB 160 mg/25 mg, comprimé pelliculé, HYDROCHLOROTHIAZIDE : 25 mg pour un comprimé ; VALSARTAN : 160 mg pour un comprimé, comprimé pelliculé, plaquette de 30 comprimés";3400939922492
"VALSARTAN HYDROCHLOROTHIAZIDE ZENTIVA LAB 160 mg/25 mg, comprimé pelliculé, HYDROCHLOROTHIAZIDE : 25 mg pour un comprimé ; VALSARTAN : 160 mg pour un comprimé, comprimé pelliculé, plaquette de 90 comprimés";3400939922843
PRITOR 40 mg, comprimé, TELMISARTAN : 40 mg pour un comprimé, comprimé, 9 plaquette de 10 comprimés;3400937167109
PRITOR 40 mg, comprimé, TELMISARTAN : 40 mg pour un comprimé, comprimé, 3 plaquette de 10 comprimés;3400937777179
FLUCONAZOLE EVOLUGEN 50 mg, gélule, FLUCONAZOLE : 50 mg pour une gélule, gélule, plaquette de 7 gélules;3400938954920
FENUGRENE, comprimé enrobé, FENUGREC (EXTRAIT SEC DE) : 147,0 mg pour un comprimé, comprimé enrobé, tube de 50 comprimés;3400930395639
DOXAZOSINE VIATRIS L.P. 4 mg, comprimé à libération prolongée, MÉSILATE DE DOXAZOSINE : 4,85 mg pour un comprimé, comprimé à libération prolongée, plaquette de 28 comprimés;3400937625616
ROSUVASTATINE BGR 10 mg, comprimé pelliculé, ROSUVASTATINE CALCIQUE, comprimé pelliculé, plaquette de 30 comprimés;3400930161579
ROSUVASTATINE BGR 10 mg, comprimé pelliculé, ROSUVASTATINE CALCIQUE, comprimé pelliculé, plaquette de 90 comprimés;3400930161586
PLAVIX 300 mg, comprimé pelliculé, CLOPIDOGREL (HYDROGÉNOSULFATE DE), comprimé pelliculé, 30 plaquette de 1 comprimé;3400957301927
FIXORINOX 50 microgrammes/dose, suspension pour pulvérisation nasale, PROPIONATE DE FLUTICASONE : 50 microgrammes pour une dose, suspension pour pulvérisation, 1 flacon de 120 doses avec pompes doseuses;3400939758312
EPHEDRINE ARROW 30 mg/ml, solution injectable, CHLORHYDRATE D'ÉPHÉDRINE : 30 mg pour 1 ml de solution injectable, solution injectable, 10 ampoule de 1 ml;3400958058080
TOBI PODHALER 28 mg, poudre pour inhalation en gélule, TOBRAMYCINE : 28 mg pour une gélule, poudre pour inhalation en gélule, 4 plaquette de 56 gélules avec 5 inhalateurs polypropylène;3400949913299
TEMERIT 5 mg, comprimé quadrisécable, CHLORHYDRATE DE NÉBIVOLOL : <p>5,45 mg pour un comprimé</p>, comprimé quadrisécable, plaquette de 30 comprimés;3400949003976
TEMERIT 5 mg, comprimé quadrisécable, CHLORHYDRATE DE NÉBIVOLOL : <p>5,45 mg pour un comprimé</p>, comprimé quadrisécable, plaquette de 90 comprimés;3400949003983
VISIPAQUE 320 mg d'I/mL, solution injectable, IODIXANOL : 65,200 g pour 100 ml, solution injectable, 1 bouteille de 100 ml avec seringues pour injecteur Nemoto (+ microperfuseur + raccord) et avec cathéters;3400926677770
VISIPAQUE 320 mg d'I/mL, solution injectable, IODIXANOL : 65,200 g pour 100 ml, solution injectable, 1 bouteille de 100 ml avec seringues pour injecteur Medrad Stellant (+ microperfuseur + raccord) et avec cathéters;3400926677831
VISIPAQUE 320 mg d'I/mL, solution injectable, IODIXANOL : 65,200 g pour 100 ml, solution injectable, 1 bouteille de 150 ml avec seringues pour injecteur Nemoto (+ microperfuseur + raccord) et avec cathéters;3400926678081
VISIPAQUE 320 mg d'I/mL, solution injectable, IODIXANOL : 65,200 g pour 100 ml, solution injectable, 1 bouteille de 150 ml avec seringues pour injecteur Medrad Stellant (+ microperfuseur + raccord) et avec cathéters;3400926678142
VISIPAQUE 320 mg d'I/mL, solution injectable, IODIXANOL : 65,200 g pour 100 ml, solution injectable, 1 flacon de 150 ml avec tubulure patient pour injecteur Ulrich CT motion et avec cathéters;3400930122297
VISIPAQUE 320 mg d'I/mL, solution injectable, IODIXANOL : 65,200 g pour 100 ml, solution injectable, 1 flacon de 100 ml avec tubulure patient pour injecteur Ulrich CT motion et avec cathéters;3400930187746
VISIPAQUE 320 mg d'I/mL, solution injectable, IODIXANOL : 65,200 g pour 100 ml, solution injectable, 10 bouteille(s) polypropylène de 500 ml;3400930281949
VISIPAQUE 320 mg d'I/mL, solution injectable, IODIXANOL : 65,200 g pour 100 ml, solution injectable, 1 flacon de 20 ml;3400933846855
VISIPAQUE 320 mg d'I/mL, solution injectable, IODIXANOL : 65,200 g pour 100 ml, solution injectable, 1 flacon de 50 ml;3400935200884
VISIPAQUE 320 mg d'I/mL, solution injectable, IODIXANOL : 65,200 g pour 100 ml, solution injectable, 10 flacon de 50 ml;3400935200945
VISIPAQUE 320 mg d'I/mL, solution injectable, IODIXANOL : 65,200 g pour 100 ml, solution injectable, 1 bouteille de 100 ml;3400935201256
VISIPAQUE 320 mg d'I/mL, solution injectable, IODIXANOL : 65,200 g pour 100 ml, solution injectable, 10 bouteille(s) polypropylène de 100 ml;3400935201317
VISIPAQUE 320 mg d'I/mL, solution injectable, IODIXANOL : 65,200 g pour 100 ml, solution injectable, 1 bouteille de 150 ml;3400935201485
VISIPAQUE 320 mg d'I/mL, solution injectable, IODIXANOL : 65,200 g pour 100 ml, solution injectable, 1 bouteille de 200 ml;3400935201836
VISIPAQUE 320 mg d'I/mL, solution injectable, IODIXANOL : 65,200 g pour 100 ml, solution injectable, 10 bouteille(s) polypropylène de 200 ml;3400935202086
VISIPAQUE 320 mg d'I/mL, solution injectable, IODIXANOL : 65,200 g pour 100 ml, solution injectable, 10 flacon de 20 ml;3400955892045
ALAIRGIX RHINITE ALLERGIQUE CROMOGLICATE DE SODIUM 2 %, solution pour pulvérisation nasale, CROMOGLICATE DE SODIUM : 2 g pour 100 ml de solution, solution pour pulvérisation, 1 flacon de 15 ml;3400922119656
ANAGRELIDE SANDOZ 0,5 mg, gélule, CHLORHYDRATE D'ANAGRÉLIDE MONOHYDRATÉ, gélule, 1 flacon de sécurité de 100 gélules;3400930130018
"SERETIDE DISKUS 500 microgrammes/50 microgrammes/dose, poudre pour inhalation en récipient unidose, PROPIONATE DE FLUTICASONE : 500 microgrammes pour une dose ; XINAFOATE DE SALMÉTÉROL, poudre pour inhalation, 1 film de 28 doses";3400935473486
"SERETIDE DISKUS 500 microgrammes/50 microgrammes/dose, poudre pour inhalation en récipient unidose, PROPIONATE DE FLUTICASONE : 500 microgrammes pour une dose ; XINAFOATE DE SALMÉTÉROL, poudre pour inhalation, 1 film de 60 doses";3400935473547
IBUPROFENE CHEMINEAU 5 %, solution pour application cutanée, IBUPROFÈNE : 5 g pour 100 g, solution pour application, 1 flacon de 35 g avec pompes doseuses;3400937622424
PRALUENT 75 mg, solution injectable en stylo prérempli, ALIROCUMAB : 75 mg pour un stylo prérempli de 1 ml, solution injectable, 2 seringue préremplie de 1 ml avec aiguilles dans stylo pré-rempli;3400930034378
"MICARDISPLUS 40 mg/12,5 mg, comprimé, HYDROCHLOROTHIAZIDE : 12,5 mg pour un comprimé ; TELMISARTAN : 40 mg pour un comprimé, comprimé, plaquette de 30 comprimés";3400937776578
"MICARDISPLUS 40 mg/12,5 mg, comprimé, HYDROCHLOROTHIAZIDE : 12,5 mg pour un comprimé ; TELMISARTAN : 40 mg pour un comprimé, comprimé, plaquette de 90 comprimés";3400937776639
BECLOJET 250 microgrammes/dose, solution pour inhalation en flacon pressurisé, DIPROPIONATE DE BÉCLOMÉTHASONE : 250 microgrammes pour une dose, solution pour inhalation, 1 flacon de 200 doses avec valve doseuse;3400933773205
BISACODYL BIOGARAN CONSEIL 5 mg, comprimé gastro-résistant, BISACODYL : 5,0 mg pour un comprimé, comprimé gastro-résistant(e), plaquette de 30 comprimés;3400930131855
TADALAFIL ZENTIVA 20 mg, comprimé pelliculé, TADALAFIL : 20 mg pour un comprimé, comprimé pelliculé, plaquette de 4 comprimés;3400930122600
TADALAFIL ZENTIVA 20 mg, comprimé pelliculé, TADALAFIL : 20 mg pour un comprimé, comprimé pelliculé, plaquette de 8 comprimés;3400930122617
TADALAFIL ZENTIVA 20 mg, comprimé pelliculé, TADALAFIL : 20 mg pour un comprimé, comprimé pelliculé, plaquette de 12 comprimés;3400930268131
TADALAFIL ZENTIVA 20 mg, comprimé pelliculé, TADALAFIL : 20 mg pour un comprimé, comprimé pelliculé, plaquette de 24 comprimés;3400930268148
EMEND 125 mg, gélule, APRÉPITANT : 125 mg pour une gélule, gélule, 5 plaquette de 1 gélule;3400956493142
BRIMAZED 2 mg/mL, collyre en solution en récipient unidose, TARTRATE DE BRIMONIDINE : 2 mg pour 1 mL de solution, collyre en solution, 60 récipient unidose de 0,35 ml;3400930150085
LACOSAMIDE EG 100 mg, comprimé pelliculé, LACOSAMIDE : 100 mg pour un comprimé, comprimé pelliculé, plaquette de 56 comprimés;3400930174173
GLUCANTIME 1,5 g/5 ml, solution injectable, ANTIMONIATE DE MÉGLUMINE : 1,500 g pour une ampoule de 5 ml, solution injectable, 5 ampoule de 5 ml;3400932726677
MOSCONTIN 60 mg, comprimé enrobé à libération prolongée, MORPHINE (SULFATE DE) : 60 mg pour un comprimé, comprimé enrobé à libération prolongée, plaquette de 14 comprimés;3400932869947
"BISOPROLOL/HYDROCHLOROTHIAZIDE VIATRIS 5 mg/6,25 mg, comprimé pelliculé, HYDROCHLOROTHIAZIDE : 6,25 mg pour un comprimé ; HÉMIFUMARATE DE BISOPROLOL : 5 mg pour un comprimé, comprimé pelliculé, 30 plaquette de 1 comprimé";3400922345871
"BISOPROLOL/HYDROCHLOROTHIAZIDE VIATRIS 5 mg/6,25 mg, comprimé pelliculé, HYDROCHLOROTHIAZIDE : 6,25 mg pour un comprimé ; HÉMIFUMARATE DE BISOPROLOL : 5 mg pour un comprimé, comprimé pelliculé, 90 plaquette de 1 comprimé";3400922345932
ALDOMET 250 mg, comprimé enrobé, MÉTHYLDOPA SESQUIHYDRATÉ : 282,5 mg pour un comprimé, comprimé enrobé, plaquette de 30 comprimés;3400930021989
IODURE [123 I] DE SODIUM, CIS bio international 18,5 MBq/mL solution injectable. [Référence : I-123-S-2], SODIUM (IODURE [123 I] DE) (SOLUTION DE) : 18,5 MBq à la date et heure de calibration pour 1 ml, solution injectable, 1 flacon(s) en verre;3400955457442
BRIVIACT 10 mg/ml, solution injectable/pour perfusion, BRIVARACÉTAM : 10 mg pour 1 ml de solution, solution injectable ou pour perfusion, 10 flacon de 5 ml;3400930053690
CEFOXITINE SUBSTIPHARM 2 g, poudre pour solution injectable, CÉFOXITINE SODIQUE, poudre pour solution injectable, 10 flacon(s) en verre;3400957850982
PROPECIA 1 mg, comprimé pelliculé, FINASTÉRIDE : 1,00 mg pour un comprimé, comprimé pelliculé, 4 plaquette de 7 comprimés;3400934906602
PROPECIA 1 mg, comprimé pelliculé, FINASTÉRIDE : 1,00 mg pour un comprimé, comprimé pelliculé, 12 plaquette de 7 comprimés;3400934906831
XEROQUEL LP 50 mg, comprimé à libération prolongée, FUMARATE DE QUÉTIAPINE : 50 mg pour un comprimé, comprimé à libération prolongée, 3 plaquette de 10 comprimés;3400949003280
"PLACYNOX 50% / 50%, gaz médicinal comprimé, OXYGÈNE : 50 % mole/mole pour une bouteille ; PROTOXYDE D'AZOTE : 50 % mole/mole pour une bouteille, gaz, 1 bouteille de 5 L équipée de robinets avec manodétendeur intégré avec un raccord de sortie spécifique";3400930223321
RISEDRONATE VIATRIS 75 mg, comprimé pelliculé, RISÉDRONATE MONOSODIQUE HÉMIPENTAHYDRATÉ : 75 mg pour un comprimé, comprimé pelliculé, plaquette de 2 comprimés;3400927407123
RISEDRONATE VIATRIS 75 mg, comprimé pelliculé, RISÉDRONATE MONOSODIQUE HÉMIPENTAHYDRATÉ : 75 mg pour un comprimé, comprimé pelliculé, plaquette de 6 comprimés;3400927407352
EBASTINE VIATRIS 10 mg, comprimé orodispersible, ÉBASTINE : 10 mg pour un comprimé, comprimé orodispersible, plaquette de 30 comprimés;3400927701917
IFIRMASTA 300 mg, comprimé pelliculé, CHLORHYDRATE D'IRBÉSARTAN : 344,43 mg pour un comprimé, comprimé pelliculé, plaquette de 30 comprimés;3400926775865
IFIRMASTA 300 mg, comprimé pelliculé, CHLORHYDRATE D'IRBÉSARTAN : 344,43 mg pour un comprimé, comprimé pelliculé, plaquette de 90 comprimés;3400926775926
TEVAGRASTIM 30 MUI/0,5 ml, solution injectable ou pour perfusion, FILGRASTIM : 300 microgrammes pour une seringue préremplie de 0,5 ml de solution, solution injectable ou pour perfusion, 1 seringue préremplie de 0,5 ml avec aiguilles avec dispositif de sécurité;3400938649420
TEVAGRASTIM 30 MUI/0,5 ml, solution injectable ou pour perfusion, FILGRASTIM : 300 microgrammes pour une seringue préremplie de 0,5 ml de solution, solution injectable ou pour perfusion, 5 seringue préremplie de 0,5 ml avec aiguilles avec dispositif de sécurité;3400938649598
TEVAGRASTIM 30 MUI/0,5 ml, solution injectable ou pour perfusion, FILGRASTIM : 300 microgrammes pour une seringue préremplie de 0,5 ml de solution, solution injectable ou pour perfusion, 1 seringue préremplie de 0,5 ml avec aiguilles avec dispositif de sécurité (distributeur parallèle : BB Farma);3400949501281
SIMVASTATINE ALMUS 40 mg, comprimé pelliculé, SIMVASTATINE : 40 mg pour un comprimé, comprimé pelliculé, plaquette de 28 comprimés;3400937131209
SIMVASTATINE ALMUS 40 mg, comprimé pelliculé, SIMVASTATINE : 40 mg pour un comprimé, comprimé pelliculé, plaquette de 84 comprimés;3400938555066
ARNICA DU SAINT-BERNARD, gel, ARNICA (FLEUR D'), TEINTURE DE : 20,00 g pour 100 g, gel, 1 tube de 50 g;3400937622073
"VEOPLORE 14 %/0,28 %, gaz médicinal comprimé, HÉLIUM : 14 % mol/mol pour une bouteille ; MONOXYDE DE CARBONE : 0,28 % mol/mol pour une bouteille, gaz, 1 bouteille de 20 L remplie à 200 bars";3400955098270
CHLORURE DE METHACHOLINE PANPHARMA 100 mg, poudre pour solution pour inhalation par nébuliseur, MÉTHACHOLINE (CHLORURE DE) : 100 mg pour un flacon de 20 mL, poudre pour solution pour inhalation par nébuliseur, 6 flacon de 100 mg;3400955079286
VILDAGLIPTINE ZENTIVA 50 mg, comprimé, VILDAGLIPTINE : 50 mg pour un comprimé, comprimé, plaquette de 30 comprimés;3400930173497
VILDAGLIPTINE ZENTIVA 50 mg, comprimé, VILDAGLIPTINE : 50 mg pour un comprimé, comprimé, plaquette de 60 comprimés;3400930173510
LERCANIDIPINE CRISTERS 20 mg, comprimé pelliculé sécable, CHLORHYDRATE DE LERCANIDIPINE : 20 mg pour un comprimé, comprimé pelliculé sécable, plaquette de 30 comprimés;3400949185399
LERCANIDIPINE CRISTERS 20 mg, comprimé pelliculé sécable, CHLORHYDRATE DE LERCANIDIPINE : 20 mg pour un comprimé, comprimé pelliculé sécable, plaquette de 90 comprimés;3400949185689
DEBRIDAT ENFANT 4,8 mg/ml, granulés pour suspension buvable en flacon, TRIMÉBUTINE : 0,7870 g pour 100 g de granulés pour suspension buvable, granulés pour suspension buvable, 1 flacon de 76,25 g avec mesurette graduée polyéthylène polystyrène;3400934104831
ATGAM 50 mg/mL, solution à diluer pour perfusion, IMMUNOGLOBULINE ÉQUINE ANTI-LYMPHOCYTE T HUMAIN : 50 mg pour 1 mL, solution à diluer pour perfusion, 5 ampoule de 5 mL;3400955086987
BUPRENORPHINE SANDOZ 6 mg, comprimé sublingual, CHLORHYDRATE DE BUPRÉNORPHINE, comprimé, plaquette de 7 comprimés;3400938971200
LEVIDCEN 1000 mg, granulés enrobés en sachet, LÉVÉTIRACÉTAM : 1000 mg pour un sachet, granulés enrobé, 60 sachet(s) papier aluminium polyéthylène;3400927998980
RISPERIDONE TEVA L.P. 50 mg/2 mL, poudre et solvant pour suspension injectable à libération prolongée en seringue préremplie, RISPÉRIDONE : 50 mg pour un flacon, poudre et  solvant pour suspension injectable à libération prolongée, 1 flacon de 2 ml;3400930218037
MEMANTINE TEVA 20 mg, comprimé pelliculé, CHLORHYDRATE DE MÉMANTINE : 20 mg pour un comprimé, comprimé pelliculé, plaquette de 28 comprimés;3400930273982
RELISTOR 12 mg/0,6 ml, solution injectable, BROMURE DE MÉTHYLNALTREXONE : 12 mg pour un flacon de 0,6 ml, solution injectable, 7 flacon(s) en verre + 7 seringues stériles avec aiguille sécurisée + 14 tampons alcoolisés;3400930309971
RELISTOR 12 mg/0,6 ml, solution injectable, BROMURE DE MÉTHYLNALTREXONE : 12 mg pour un flacon de 0,6 ml, solution injectable, 7 flacon de 0,6 ml avec 7 seringues avec 14 tampons alcoolisés;3400938736748
IRBESARTAN ZYDUS 150 mg, comprimé pelliculé, IRBÉSARTAN : 150 mg pour un comprimé, comprimé pelliculé, plaquette de 30 comprimés;3400939909608
IRBESARTAN ZYDUS 150 mg, comprimé pelliculé, IRBÉSARTAN : 150 mg pour un comprimé, comprimé pelliculé, plaquette de 90 comprimés;3400939914749
JANUVIA 50 mg, comprimé pelliculé, PHOSPHATE DE SITAGLIPTINE MONOHYDRATÉ : 64,25 mg pour un comprimé, comprimé pelliculé, plaquette de 30 comprimés;3400927887710
JANUVIA 50 mg, comprimé pelliculé, PHOSPHATE DE SITAGLIPTINE MONOHYDRATÉ : 64,25 mg pour un comprimé, comprimé pelliculé, plaquette de 28 comprimés;3400937924962
JANUVIA 50 mg, comprimé pelliculé, PHOSPHATE DE SITAGLIPTINE MONOHYDRATÉ : 64,25 mg pour un comprimé, comprimé pelliculé, 50 plaquette de 1 comprimé;3400957071066
ALLERGIFLASH 0,05 %, collyre en solution, CHLORHYDRATE DE LÉVOCABASTINE, collyre en solution, 1 flacon de 5 mL;3400930145944
VASTEN 20 mg, comprimé sécable, PRAVASTATINE SODIQUE : 20,00 mg pour un comprimé, comprimé sécable, plaquette de 28 comprimés;3400927406461
VASTEN 20 mg, comprimé sécable, PRAVASTATINE SODIQUE : 20,00 mg pour un comprimé, comprimé sécable, plaquette de 84 comprimés;3400927406522
BISOPROLOL CRISTERS 3,75 mg, comprimé, HÉMIFUMARATE DE BISOPROLOL : 3,75 mg pour un comprimé, comprimé, plaquette de 30 comprimés;3400930045947
ABILIFY 5 mg, comprimé, ARIPIPRAZOLE : 5 mg pour un comprimé, comprimé, 28 plaquette de 1 comprimé;3400936406971
ABILIFY 5 mg, comprimé, ARIPIPRAZOLE : 5 mg pour un comprimé, comprimé, 28 plaquette de 1 comprimé (distributeur parallèle : MEDIWIN Limited);3400949500109
ABILIFY 5 mg, comprimé, ARIPIPRAZOLE : 5 mg pour un comprimé, comprimé, 28 plaquette de 1 comprimé (distributeur parallèle : BB FARMA s.r.l.);3400949500192
"GASTROCYNESINE, comprimé, NUX VOMICA POUR PRÉPARATIONS HOMÉOPATHIQUES : 0,625 mg (4 CH) pour un comprimé ; CARBO VEGETABILIS POUR PRÉPARATIONS HOMÉOPATHIQUES : 0,625 mg (4 CH) pour un comprimé ; ROBINIA PSEUDO-ACACIA POUR PRÉPARATIONS HOMÉOPATHIQUES : 0,625 mg (4 CH) pour un comprimé ; ABIES NIGRA POUR PRÉPARATIONS HOMÉOPATHIQUES : 0,625 mg (4 CH) pour un comprimé, comprimé, plaquette de 60 comprimés";3400930430569
AMISULPRIDE VIATRIS 400 mg, comprimé pelliculé sécable, AMISULPRIDE : 400 mg pour un comprimé, comprimé pelliculé sécable, plaquette de 30 comprimés;3400927977879
NAAXIAFREE 4,9 %, collyre en solution, SODIUM (N-ACÉTYL L-ASPARTYL L-GLUTAMATE DE) : 4,9 g pour 100 ml, collyre en solution, 1 flacon de 10 ml;3400933563356
NEFOPAM PANPHARMA 30 mg, comprimé pelliculé, CHLORHYDRATE DE NÉFOPAM : 30 mg pour un comprimé, comprimé pelliculé, plaquette de 30 comprimés;3400930252512
KEAL 2 g, suspension buvable en sachet, SUCRALFATE : 2 g pour un sachet, suspension buvable, 14 sachet de 10 ml;3400930212622
KEAL 2 g, suspension buvable en sachet, SUCRALFATE : 2 g pour un sachet, suspension buvable, 15 sachet de 10 ml;3400933397623
ELOCTA 750 UI, poudre et solvant pour solution injectable, EFMOROCTOCOG ALFA : 750 UI pour un flacon, poudre et  solvant pour solution injectable, 1 flacon de poudre en verre - 1 seringue préremplies en verre de 3 ml avec pistons avec adaptateurs pour flacon avec set de perfusion avec tampons alcoolisés avec pansements;3400955015826
DICLOFENAC TEVA SANTE CONSEIL 1 %, gel, DICLOFÉNAC DE DIÉTHYLAMINE : 11,6 mg pour 1 g de gel, gel, 1 tube de 60 g;3400930245286
DICLOFENAC TEVA SANTE CONSEIL 1 %, gel, DICLOFÉNAC DE DIÉTHYLAMINE : 11,6 mg pour 1 g de gel, gel, 1 tube de 100 g;3400930245293
DESLORATADINE ARROW CONSEIL 5 mg, comprimé pelliculé, DESLORATADINE : 5 mg pour un comprimé, comprimé pelliculé, plaquette de 7 comprimés;3400930283943
"CALCIPRAT VITAMINE D3 500 mg/400 UI, comprimé à sucer, CARBONATE DE CALCIUM : 1250 mg pour un comprimé ; CONCENTRAT DE CHOLÉCALCIFÉROL, FORME PULVÉRULENTE, comprimé à sucer, 1 flacon de 60 comprimés";3400934115608
RISPERIDONE VIATRIS 1 mg, comprimé orodispersible, RISPÉRIDONE : 1 mg pour un comprimé, comprimé orodispersible, 28 plaquette de 1 comprimé;3400927495359
"PIPERACILLINE/TAZOBACTAM REIG JOFRE 2 g/0,25 g, poudre pour solution pour perfusion, PIPÉRACILLINE SODIQUE ; TAZOBACTAM SODIQUE, poudre pour solution pour perfusion, 1 flacon de 20 mL";3400930299913
"PIPERACILLINE/TAZOBACTAM REIG JOFRE 2 g/0,25 g, poudre pour solution pour perfusion, PIPÉRACILLINE SODIQUE ; TAZOBACTAM SODIQUE, poudre pour solution pour perfusion, 10 flacon de 20 mL";3400955103318
SERTRALINE EG 25 mg, gélule, CHLORHYDRATE DE SERTRALINE, gélule, plaquette de 7 gélules;3400937319744
PENTHROX 99,9 %, liquide pour inhalation par vapeur de 3 mL, MÉTHOXYFLURANE : 99,9 % m/m pour 3 ml, liquide pour inhalation par vapeur, 1 flacon de 3 ml avec inhalateurs PENTHROX avec chambres de charbon actif;3400930060889
BIMATOPROST BIOGARAN 0,1 mg/mL, collyre en solution, BIMATOPROST : 0,1 mg pour 1 mL, collyre en solution, 1 flacon de 3 mL avec compte-gouttes;3400930242803
VESICARE 1 mg/ml, suspension buvable, SUCCINATE DE SOLIFÉNACINE : 1 mg pour 1 ml de suspension buvable, suspension buvable, 1 flacon de sécurité enfant de 150 ml;3400930036648
RISPERIDONE ZYDUS 1 mg, comprimé pelliculé sécable, RISPÉRIDONE : 1,00 mg pour un comprimé, comprimé pelliculé sécable, plaquette de 60 comprimés;3400939457413
DOLENIO 1178 mg, comprimé pelliculé, SULFATE DE GLUCOSAMINE : 1500 mg pour un comprimé, comprimé pelliculé, flacon de 30 comprimés;3400939313313
DOLENIO 1178 mg, comprimé pelliculé, SULFATE DE GLUCOSAMINE : 1500 mg pour un comprimé, comprimé pelliculé, flacon de 90 comprimés;3400957479916
IBUPROFENE BIOGARAN CONSEIL 400 mg, suspension buvable en sachet édulcorée au maltitol liquide, IBUPROFÈNE : 400 mg pour un sachet, suspension buvable, 10 sachet de 10 ml;3400930130124
UZPRUVO 130 mg, solution à diluer pour perfusion, USTÉKINUMAB : 130 mg pour un flacon de 26 mL de solution, solution à diluer pour perfusion, 1 flacon de 30 ml;3400955106531
TRAMADOL EVOLUGEN L.P. 200 mg, comprimé à libération prolongée, CHLORHYDRATE DE TRAMADOL : 200 mg pour un comprimé, comprimé à libération prolongée, plaquette de 30 comprimés;3400930180488
OXYTOCINE PANPHARMA 5 UI/1 ml, solution injectable, OXYTOCINE : 5 UI pour 1 ml de solution injectable, solution injectable, 10 ampoule de 1 ml;3400958414190
ECALTA 100 mg, poudre pour solution à diluer pour perfusion, ANIDULAFUNGINE : 100 mg pour un flacon, poudre pour solution à diluer pour perfusion, 1 flacon de 30 ml;3400939598321
"PNEUMOVAX, solution injectable en seringue préremplie. Vaccin pneumococcique polyosidique, STREPTOCOCCUS PNEUMONIAE SÉROTYPE 23F (POLYOSIDES DE) : 25 microgrammes pour une dose de 0,5 ml ; STREPTOCOCCUS PNEUMONIAE SÉROTYPE 10A (POLYOSIDES DE) : 25 microgrammes pour une dose de 0,5 ml ; STREPTOCOCCUS PNEUMONIAE SÉROTYPE 6B (POLYOSIDES DE) : 25 microgrammes pour une dose de 0,5 ml ; STREPTOCOCCUS PNEUMONIAE SÉROTYPE 33F (POLYOSIDES DE) : 25 microgrammes pour une dose de 0,5 ml ; STREPTOCOCCUS PNEUMONIAE SÉROTYPE 14 (POLYOSIDES DE) : 25 microgrammes pour une dose de 0,5 ml ; STREPTOCOCCUS PNEUMONIAE SÉROTYPE 1 (POLYOSIDES DE) : 25 microgrammes pour une dose de 0,5 ml ; STREPTOCOCCUS PNEUMONIAE SÉROTYPE 22F (POLYOSIDES DE) : 25 microgrammes pour une dose de 0,5 ml ; STREPTOCOCCUS PNEUMONIAE SÉROTYPE 19A (POLYOSIDES DE) : 25 microgrammes pour une dose de 0,5 ml ; STREPTOCOCCUS PNEUMONIAE SÉROTYPE 3 (POLYOSIDES DE) : 25 microgrammes pour une dose de 0,5 ml ; STREPTOCOCCUS PNEUMONIAE SÉROTYPE 19F (POLYOSIDES DE) : 25 microgrammes pour une dose de 0,5 ml ; STREPTOCOCCUS PNEUMONIAE SÉROTYPE 20 (POLYOSIDES DE) : 25 microgrammes pour une dose de 0,5 ml ; STREPTOCOCCUS PNEUMONIAE SÉROTYPE 7F (POLYOSIDES DE) : 25 microgrammes pour une dose de 0,5 ml ; STREPTOCOCCUS PNEUMONIAE SÉROTYPE 8 (POLYOSIDES DE) : 25 microgrammes pour une dose de 0,5 ml ; STREPTOCOCCUS PNEUMONIAE SÉROTYPE 15B (POLYOSIDES DE) : 25 microgrammes pour une dose de 0,5 ml ; STREPTOCOCCUS PNEUMONIAE SÉROTYPE 18C (POLYOSIDES DE) : 25 microgrammes pour une dose de 0,5 ml ; STREPTOCOCCUS PNEUMONIAE SÉROTYPE 12F (POLYOSIDES DE) : 25 microgrammes pour une dose de 0,5 ml ; STREPTOCOCCUS PNEUMONIAE SÉROTYPE 5 (POLYOSIDES DE) : 25 microgrammes pour une dose de 0,5 ml ; STREPTOCOCCUS PNEUMONIAE SÉROTYPE 4 (POLYOSIDES DE) : 25 microgrammes pour une dose de 0,5 ml ; STREPTOCOCCUS PNEUMONIAE SÉROTYPE 9N (POLYOSIDES DE) : 25 microgrammes pour une dose de 0,5 ml ; STREPTOCOCCUS PNEUMONIAE SÉROTYPE 17F (POLYOSIDES DE) : 25 microgrammes pour une dose de 0,5 ml ; STREPTOCOCCUS PNEUMONIAE SÉROTYPE 11A (POLYOSIDES DE) : 25 microgrammes pour une dose de 0,5 ml ; STREPTOCOCCUS PNEUMONIAE SÉROTYPE 2 (POLYOSIDES DE) : 25 microgrammes pour une dose de 0,5 ml ; STREPTOCOCCUS PNEUMONIAE SÉROTYPE 9V (POLYOSIDES DE) : 25 microgrammes pour une dose de 0,5 ml, solution injectable, 1 seringue préremplie de 0,5 ml avec 2 aiguilles";3400930044384
ISOPTINE 5 mg/2 ml, solution injectable, VÉRAPAMIL (CHLORHYDRATE DE) : 5 mg pour une ampoule de 2 ml, solution injectable, 5 ampoule de 2 ml;3400933091460
