code à 7 chiffres;libellé;url
1228857;LIT MEDICAL, LIT STANDARD OU ENFANT, FORFAIT DE LIVRAISON DU LIT ET ACCESSOIRES;http://www.codage.ext.cnamts.fr/cgi/tips/cgi-fiche?p_code_tips=1228857&p_date_jo_arrete=%25&p_menu=FICHE&p_site=AMELI
1230972;ESCARRES, COUSSIN EN MOUSSE VISCOELASTIQUE, CLASSE II, PHARMA OUEST, PRIMA FORM;http://www.codage.ext.cnamts.fr/cgi/tips/cgi-fiche?p_code_tips=1230972&p_date_jo_arrete=%25&p_menu=FICHE&p_site=AMELI
1235662;SIEGE DE SERIE, SIEGE MODUL EVOLUTIF, TOUT MODELE ET ADJONCTIONS,TM LE CONFORT;http://www.codage.ext.cnamts.fr/cgi/tips/cgi-fiche?p_code_tips=1235662&p_date_jo_arrete=%25&p_menu=FICHE&p_site=AMELI
1237253;CANNE BLANCHE POUR AVEUGLE, PLIABLE OU NON, A L'ACHAT,CECIAA;http://www.codage.ext.cnamts.fr/cgi/tips/cgi-fiche?p_code_tips=1237253&p_date_jo_arrete=%25&p_menu=FICHE&p_site=AMELI
1238152;APPAREIL MODULAIRE DE VERTICALISATION, MODELE ENFANT ET ADULTE,TM LE CONFORT;http://www.codage.ext.cnamts.fr/cgi/tips/cgi-fiche?p_code_tips=1238152&p_date_jo_arrete=%25&p_menu=FICHE&p_site=AMELI
1240054;SIEGE DE SERIE, SIEGE MODUL EVOLUTIF, PIED SUPPORT TELESCOPIQUE.,SCHUCHMANN;http://www.codage.ext.cnamts.fr/cgi/tips/cgi-fiche?p_code_tips=1240054&p_date_jo_arrete=%25&p_menu=FICHE&p_site=AMELI
1241651;APPAREIL MODULAIRE DE VERTICALISATION, MODELE ENFANT ET ADULTE,SCALEO MEDICAL;http://www.codage.ext.cnamts.fr/cgi/tips/cgi-fiche?p_code_tips=1241651&p_date_jo_arrete=%25&p_menu=FICHE&p_site=AMELI
1243302;APPAREIL MODULAIRE DE VERTICALISATION, MODELE ENFANT ET ADULTE,FRANCE REHAB;http://www.codage.ext.cnamts.fr/cgi/tips/cgi-fiche?p_code_tips=1243302&p_date_jo_arrete=%25&p_menu=FICHE&p_site=AMELI
1243510;ESCARRES, SURMATELAS AIR MOTORISE, WINNCARE, AXTAIR ONE, FORFAIT LOCATION HEBDO;http://www.codage.ext.cnamts.fr/cgi/tips/cgi-fiche?p_code_tips=1243510&p_date_jo_arrete=%25&p_menu=FICHE&p_site=AMELI
1245407;APPAREIL MODULAIRE DE VERTICALISATION, MODELE ENFANT ET ADULTE,PERFORM HEALTH;http://www.codage.ext.cnamts.fr/cgi/tips/cgi-fiche?p_code_tips=1245407&p_date_jo_arrete=%25&p_menu=FICHE&p_site=AMELI
1247665;ESCARRES, COUSSIN EN MOUSSE VISCOELASTIQUE, CLASSE II, PHARMA OUEST, PRIMA FORM;http://www.codage.ext.cnamts.fr/cgi/tips/cgi-fiche?p_code_tips=1247665&p_date_jo_arrete=%25&p_menu=FICHE&p_site=AMELI
1249374;LIT MEDICAL, ACHAT LIT ET ACCESSOIRES HORS BARRIERES, HOME MEDICAL, FORTISSIMO;http://www.codage.ext.cnamts.fr/cgi/tips/cgi-fiche?p_code_tips=1249374&p_date_jo_arrete=%25&p_menu=FICHE&p_site=AMELI
1249523;A04.28;http://www.codage.ext.cnamts.fr/cgi/tips/cgi-fiche?p_code_tips=1249523&p_date_jo_arrete=%25&p_menu=FICHE&p_site=AMELI
1251460;A04.32;http://www.codage.ext.cnamts.fr/cgi/tips/cgi-fiche?p_code_tips=1251460&p_date_jo_arrete=%25&p_menu=FICHE&p_site=AMELI
1251840;LIT MEDICAL, FORFAIT DE LIVRAISON DU LIT AVEC OU SANS ACCESSOIRES;http://www.codage.ext.cnamts.fr/cgi/tips/cgi-fiche?p_code_tips=1251840&p_date_jo_arrete=%25&p_menu=FICHE&p_site=AMELI
1252206;ESCARRES,SURMATELAS AIR MOTORISE,WINNCARE,AXTAIR ONE PLUS,FORFAIT LOCATION HEBDO;http://www.codage.ext.cnamts.fr/cgi/tips/cgi-fiche?p_code_tips=1252206&p_date_jo_arrete=%25&p_menu=FICHE&p_site=AMELI
1252815;A04.21;http://www.codage.ext.cnamts.fr/cgi/tips/cgi-fiche?p_code_tips=1252815&p_date_jo_arrete=%25&p_menu=FICHE&p_site=AMELI
1254895;SIEGE DE SERIE, SIEGE MODUL EVOLUTIF, PIED SUPPORT TELESCOPIQUE.,SUNRISE MED;http://www.codage.ext.cnamts.fr/cgi/tips/cgi-fiche?p_code_tips=1254895&p_date_jo_arrete=%25&p_menu=FICHE&p_site=AMELI
1261725;A04.32;http://www.codage.ext.cnamts.fr/cgi/tips/cgi-fiche?p_code_tips=1261725&p_date_jo_arrete=%25&p_menu=FICHE&p_site=AMELI
1261872;APPAREIL MODULAIRE DE VERTICALISATION, MODELE ENFANT ET ADULTE,IDENTITES 49;http://www.codage.ext.cnamts.fr/cgi/tips/cgi-fiche?p_code_tips=1261872&p_date_jo_arrete=%25&p_menu=FICHE&p_site=AMELI
1264764;SIEGE DE SERIE, SIEGE MODULABLE ET EVOLUTIF, TOUT MODELE ET ADJONCTIONS.;http://www.codage.ext.cnamts.fr/cgi/tips/cgi-fiche?p_code_tips=1264764&p_date_jo_arrete=%25&p_menu=FICHE&p_site=AMELI
1265166;C08.11;http://www.codage.ext.cnamts.fr/cgi/tips/cgi-fiche?p_code_tips=1265166&p_date_jo_arrete=%25&p_menu=FICHE&p_site=AMELI
1265410;ESCARRES,COUSSIN MOUSSE VISCOELASTIQUE,CLASSE II,CARPENTER,CARPENTER VISCOLUX;http://www.codage.ext.cnamts.fr/cgi/tips/cgi-fiche?p_code_tips=1265410&p_date_jo_arrete=%25&p_menu=FICHE&p_site=AMELI
1266846;APPAREIL MODULAIRE DE VERTICALISATION, JEU DE ROULETTES, ACHAT,DRIVE DEVILBISS;http://www.codage.ext.cnamts.fr/cgi/tips/cgi-fiche?p_code_tips=1266846&p_date_jo_arrete=%25&p_menu=FICHE&p_site=AMELI
1269224;ESCARRES SURMATELAS, SUPPORT DE PLUS DE 5 CM POUR SURMATELAS,SYST ASSIST MED;http://www.codage.ext.cnamts.fr/cgi/tips/cgi-fiche?p_code_tips=1269224&p_date_jo_arrete=%25&p_menu=FICHE&p_site=AMELI
1269336;SIEGE DE SERIE, SIEGE MODUL EVOLUTIF, TOUT MODELE ET ADJONCTIONS,PRIDE MOBILITY;http://www.codage.ext.cnamts.fr/cgi/tips/cgi-fiche?p_code_tips=1269336&p_date_jo_arrete=%25&p_menu=FICHE&p_site=AMELI
1270463;SIEGE DE SERIE, SIEGE MODUL EVOLUTIF, TOUT MODELE ET ADJONCTIONS,ERGOCONCEPT;http://www.codage.ext.cnamts.fr/cgi/tips/cgi-fiche?p_code_tips=1270463&p_date_jo_arrete=%25&p_menu=FICHE&p_site=AMELI
1273415;A04.21;http://www.codage.ext.cnamts.fr/cgi/tips/cgi-fiche?p_code_tips=1273415&p_date_jo_arrete=%25&p_menu=FICHE&p_site=AMELI
1273875;A04.23;http://www.codage.ext.cnamts.fr/cgi/tips/cgi-fiche?p_code_tips=1273875&p_date_jo_arrete=%25&p_menu=FICHE&p_site=AMELI
1277057;SIEGE DE SERIE, SIEGE MODUL EVOLUTIF, TOUT MODELE ET ADJONCTIONS,TARTA DESIGN;http://www.codage.ext.cnamts.fr/cgi/tips/cgi-fiche?p_code_tips=1277057&p_date_jo_arrete=%25&p_menu=FICHE&p_site=AMELI
1277749;LIT MEDICAL, LIT STANDARD OU ENFANT, FORFAIT DE LIVRAISON DU LIT ET ACCESSOIRES;http://www.codage.ext.cnamts.fr/cgi/tips/cgi-fiche?p_code_tips=1277749&p_date_jo_arrete=%25&p_menu=FICHE&p_site=AMELI
1278571;APPAREIL MODULAIRE DE VERTICALISATION, MODELE ENFANT ET ADULTE,WINNCARE FRANCE;http://www.codage.ext.cnamts.fr/cgi/tips/cgi-fiche?p_code_tips=1278571&p_date_jo_arrete=%25&p_menu=FICHE&p_site=AMELI
1279027;SIEGE DE SERIE, SIEGE MODUL EVOLUTIF, PIED SUPPORT TELESCOPIQUE.,SUNRISE MED;http://www.codage.ext.cnamts.fr/cgi/tips/cgi-fiche?p_code_tips=1279027&p_date_jo_arrete=%25&p_menu=FICHE&p_site=AMELI
1280533;APPAREIL MODULAIRE DE VERTICALISATION, MODELE ENFANT ET ADULTE,DRIVE DEVILBISS;http://www.codage.ext.cnamts.fr/cgi/tips/cgi-fiche?p_code_tips=1280533&p_date_jo_arrete=%25&p_menu=FICHE&p_site=AMELI
1280562;LIT, COMPRESSEUR POUR SURMATELAS PNEUMATIQUE, FORFAIT DE LIVRAISON;http://www.codage.ext.cnamts.fr/cgi/tips/cgi-fiche?p_code_tips=1280562&p_date_jo_arrete=%25&p_menu=FICHE&p_site=AMELI
1281202;COUTEAU, COUTEAU-FOURCHETTE, PLIANTS AVEC ETUI,DRIVE DEVILBISS;http://www.codage.ext.cnamts.fr/cgi/tips/cgi-fiche?p_code_tips=1281202&p_date_jo_arrete=%25&p_menu=FICHE&p_site=AMELI
1281372;APPAREIL MODULAIRE DE VERTICALISATION, JEU DE ROULETTES, ACHAT,FRANCE REHAB;http://www.codage.ext.cnamts.fr/cgi/tips/cgi-fiche?p_code_tips=1281372&p_date_jo_arrete=%25&p_menu=FICHE&p_site=AMELI
1283365;ESCARRES MATELAS EN MOUSSE VISCOELASTIQUE, CLASSE II, WINNCARE, VITAFORM;http://www.codage.ext.cnamts.fr/cgi/tips/cgi-fiche?p_code_tips=1283365&p_date_jo_arrete=%25&p_menu=FICHE&p_site=AMELI
1283537;C08.11;http://www.codage.ext.cnamts.fr/cgi/tips/cgi-fiche?p_code_tips=1283537&p_date_jo_arrete=%25&p_menu=FICHE&p_site=AMELI
1283684;PROTHESE CAPILLAIRE TOTALE - CLASSE IV,COMPLEMENT HAIR;http://www.codage.ext.cnamts.fr/cgi/tips/cgi-fiche?p_code_tips=1283684&p_date_jo_arrete=%25&p_menu=FICHE&p_site=AMELI
1285619;CANNE TRIPODE OU QUADRIPODE REGLABLE EN HAUTEUR, A L'ACHAT,DRIVE DEVILBISS;http://www.codage.ext.cnamts.fr/cgi/tips/cgi-fiche?p_code_tips=1285619&p_date_jo_arrete=%25&p_menu=FICHE&p_site=AMELI
1286955;A04.28;http://www.codage.ext.cnamts.fr/cgi/tips/cgi-fiche?p_code_tips=1286955&p_date_jo_arrete=%25&p_menu=FICHE&p_site=AMELI
1286978;VPH, LCD, FORFAIT DE LOCATION HEBDOMADAIRE FMPR, 14 A 26 SEMAINES INCLUSES;http://www.codage.ext.cnamts.fr/cgi/tips/cgi-fiche?p_code_tips=1286978&p_date_jo_arrete=%25&p_menu=FICHE&p_site=AMELI
1289652;CANNE METALLIQUE REGLABLE, AVEC APPUI ANTEBRACHIAL OU POIGNET EN T, A L'ACHAT;http://www.codage.ext.cnamts.fr/cgi/tips/cgi-fiche?p_code_tips=1289652&p_date_jo_arrete=%25&p_menu=FICHE&p_site=AMELI
1290968;ESCARRES, COUSSIN PNEUMATIQUE, CLASSE II, SYST'AM, POLYAIR P302C;http://www.codage.ext.cnamts.fr/cgi/tips/cgi-fiche?p_code_tips=1290968&p_date_jo_arrete=%25&p_menu=FICHE&p_site=AMELI
1292424;SIEGE DE SERIE, SIEGE MODULABLE ET EVOLUTIF, TABLETTE AMOVIBLE.,TM LE CONFORT;http://www.codage.ext.cnamts.fr/cgi/tips/cgi-fiche?p_code_tips=1292424&p_date_jo_arrete=%25&p_menu=FICHE&p_site=AMELI
1296787;APPAREIL MODULAIRE DE VERTICALISATION, MODELE ENFANT ET ADULTE,ALTER ECO SANTE;http://www.codage.ext.cnamts.fr/cgi/tips/cgi-fiche?p_code_tips=1296787&p_date_jo_arrete=%25&p_menu=FICHE&p_site=AMELI
1296971;SIEGE DE SERIE, SIEGE MODUL EVOLUTIF, TOUT MODELE ET ADJONCTIONS,4POWER4;http://www.codage.ext.cnamts.fr/cgi/tips/cgi-fiche?p_code_tips=1296971&p_date_jo_arrete=%25&p_menu=FICHE&p_site=AMELI
1298119;ESCARRES MATELAS EN MOUSSE VISCOELASTIQUE, CLASSE II,INVACARE,SOFTFORM VISCOMIXT;http://www.codage.ext.cnamts.fr/cgi/tips/cgi-fiche?p_code_tips=1298119&p_date_jo_arrete=%25&p_menu=FICHE&p_site=AMELI
1300709;PANS., FIX., BANDE, EXTENSIBLE, 3 M A L'ETIRAGE, LARGEUR 7 CM.,HARTMANN;http://www.codage.ext.cnamts.fr/cgi/tips/cgi-fiche?p_code_tips=1300709&p_date_jo_arrete=%25&p_menu=FICHE&p_site=AMELI
1301117;POCHETTE DE SUTURE ADHESIVE STERILE, 3 BANDES, 7,5 CM x 0,6 CM.,IDC GROUP;http://www.codage.ext.cnamts.fr/cgi/tips/cgi-fiche?p_code_tips=1301117&p_date_jo_arrete=%25&p_menu=FICHE&p_site=AMELI
1301130;PANS., FIX., BANDE, EXTENSIBLE, 4 M A L'ETIRAGE, LARGEUR 15 CM.,URGO HEALTHCARE;http://www.codage.ext.cnamts.fr/cgi/tips/cgi-fiche?p_code_tips=1301130&p_date_jo_arrete=%25&p_menu=FICHE&p_site=AMELI
1301175;POCHETTE DE SUTURE ADHESIVE STERILE, 5 BANDES, 7,5 CM x 0,3 CM.,MYHOMECARE;http://www.codage.ext.cnamts.fr/cgi/tips/cgi-fiche?p_code_tips=1301175&p_date_jo_arrete=%25&p_menu=FICHE&p_site=AMELI
1301650;PANS., FIX., BANDE, EXTENS., AUTOADH, 4 M ETIRAGE ET LARG. 7 CM.,URGO HEALTHCARE;http://www.codage.ext.cnamts.fr/cgi/tips/cgi-fiche?p_code_tips=1301650&p_date_jo_arrete=%25&p_menu=FICHE&p_site=AMELI
1301850;PANS., FIX., BANDE, EXTENSIBLE, 4 M A L'ETIRAGE, LARGEUR 15 CM.,URGO HEALTHCARE;http://www.codage.ext.cnamts.fr/cgi/tips/cgi-fiche?p_code_tips=1301850&p_date_jo_arrete=%25&p_menu=FICHE&p_site=AMELI
1302298;POCHETTE DE SUTURE ADHESIVE STERILE, 5 BANDES, 7,5 CM x 0,3 CM.,SOINEO;http://www.codage.ext.cnamts.fr/cgi/tips/cgi-fiche?p_code_tips=1302298&p_date_jo_arrete=%25&p_menu=FICHE&p_site=AMELI
1303263;PANS., FIX., BANDE, EXTENS, AUTOADH, 4 M ETIRAGE ET LARG. 10 CM.,MARQUE VERTE;http://www.codage.ext.cnamts.fr/cgi/tips/cgi-fiche?p_code_tips=1303263&p_date_jo_arrete=%25&p_menu=FICHE&p_site=AMELI
1303470;RONDELLES OCULAIRES STERILES DE GAZE HYDROPHILE, BOITE DE 10,HARTMANN;http://www.codage.ext.cnamts.fr/cgi/tips/cgi-fiche?p_code_tips=1303470&p_date_jo_arrete=%25&p_menu=FICHE&p_site=AMELI
1303688;PANS., FIX., BANDE, EXTENSIBLE, 3 M A L ETIRAGE, LARGEUR 10 CM.,LABO TECHNO;http://www.codage.ext.cnamts.fr/cgi/tips/cgi-fiche?p_code_tips=1303688&p_date_jo_arrete=%25&p_menu=FICHE&p_site=AMELI
1304363;PANS., FIX., BANDE, EXTENSIBLE, 3 M A L'ETIRAGE, LARGEUR 10 CM.,TETRA MEDICAL;http://www.codage.ext.cnamts.fr/cgi/tips/cgi-fiche?p_code_tips=1304363&p_date_jo_arrete=%25&p_menu=FICHE&p_site=AMELI
1304498;PANS., FIX., BANDE, EXTENSIBLE, 4 M A LETIRAGE, LARGEUR 10 CM.,L2N TRADING;http://www.codage.ext.cnamts.fr/cgi/tips/cgi-fiche?p_code_tips=1304498&p_date_jo_arrete=%25&p_menu=FICHE&p_site=AMELI
1304742;PANS., FIX., BANDE, EXTENSIBLE, 4 M A LETIRAGE, LARGEUR 10 CM.,L2N TRADING;http://www.codage.ext.cnamts.fr/cgi/tips/cgi-fiche?p_code_tips=1304742&p_date_jo_arrete=%25&p_menu=FICHE&p_site=AMELI
1305457;POCHETTE DE SUTURE ADHESIVE STERILE, 10 BANDES, 10 CM x 0,6 CM.,3M FRANCE;http://www.codage.ext.cnamts.fr/cgi/tips/cgi-fiche?p_code_tips=1305457&p_date_jo_arrete=%25&p_menu=FICHE&p_site=AMELI
1305598;PANS., FIX., BANDE, EXTENSIBLE, 4 M A LETIRAGE, LARGEUR 10 CM.,L2N TRADING;http://www.codage.ext.cnamts.fr/cgi/tips/cgi-fiche?p_code_tips=1305598&p_date_jo_arrete=%25&p_menu=FICHE&p_site=AMELI
1305718;PANS., FIX., BANDE, EXTENSIBLE, 3 M A L'ETIRAGE, LARGEUR 10 CM.,HARTMANN;http://www.codage.ext.cnamts.fr/cgi/tips/cgi-fiche?p_code_tips=1305718&p_date_jo_arrete=%25&p_menu=FICHE&p_site=AMELI
1306155;PANS., FIX., BANDE, EXTENSIBLE, 4 M A LETIRAGE, LARGEUR 10 CM.,L2N TRADING;http://www.codage.ext.cnamts.fr/cgi/tips/cgi-fiche?p_code_tips=1306155&p_date_jo_arrete=%25&p_menu=FICHE&p_site=AMELI
1306400;PANS., FIX., BANDE, EXTENSIBLE, 4 M A LETIRAGE, LARGEUR 10 CM.,L2N TRADING;http://www.codage.ext.cnamts.fr/cgi/tips/cgi-fiche?p_code_tips=1306400&p_date_jo_arrete=%25&p_menu=FICHE&p_site=AMELI
1306497;POCHETTE DE SUTURE ADHESIVE STERILE, 10 BANDES, 10 CM x 0,6 CM.,MARQUE VERTE;http://www.codage.ext.cnamts.fr/cgi/tips/cgi-fiche?p_code_tips=1306497&p_date_jo_arrete=%25&p_menu=FICHE&p_site=AMELI
1306534;POCHETTE DE SUTURE ADHESIVE STERILE, 5 BANDES, 7,5 CM x 0,3 CM.,BSN-RADIANTE;http://www.codage.ext.cnamts.fr/cgi/tips/cgi-fiche?p_code_tips=1306534&p_date_jo_arrete=%25&p_menu=FICHE&p_site=AMELI
1306847;POCHETTE DE SUTURE ADHESIVE STERILE, 5 BANDES, 7,5 CM x 0,3 CM.,MYHOMECARE;http://www.codage.ext.cnamts.fr/cgi/tips/cgi-fiche?p_code_tips=1306847&p_date_jo_arrete=%25&p_menu=FICHE&p_site=AMELI
1307002;PANS., FIX., BANDE, EXTENSIBLE, 3 M A L'ETIRAGE, LARGEUR 10 CM.,HARTMANN;http://www.codage.ext.cnamts.fr/cgi/tips/cgi-fiche?p_code_tips=1307002&p_date_jo_arrete=%25&p_menu=FICHE&p_site=AMELI
1307054;PANS., FIX., BANDE, EXTENSIBLE, 4 M A L'ETIRAGE, LARGEUR 15 CM.,URGO HEALTHCARE;http://www.codage.ext.cnamts.fr/cgi/tips/cgi-fiche?p_code_tips=1307054&p_date_jo_arrete=%25&p_menu=FICHE&p_site=AMELI
1307195;PANS., FIX., BANDE, EXTENSIBLE, 4 M A L'ETIRAGE, LARGEUR 15 CM.,URGO HEALTHCARE;http://www.codage.ext.cnamts.fr/cgi/tips/cgi-fiche?p_code_tips=1307195&p_date_jo_arrete=%25&p_menu=FICHE&p_site=AMELI
1307226;POCHETTE DE SUTURE ADHESIVE STERILE, 10 BANDES, 10 CM x 0,6 CM.,MARQUE VERTE;http://www.codage.ext.cnamts.fr/cgi/tips/cgi-fiche?p_code_tips=1307226&p_date_jo_arrete=%25&p_menu=FICHE&p_site=AMELI
1307309;PANS., FIX., BANDE, EXTENSIBLE, 3 M A L'ETIRAGE, LARGEUR 10 CM.,HARTMANN;http://www.codage.ext.cnamts.fr/cgi/tips/cgi-fiche?p_code_tips=1307309&p_date_jo_arrete=%25&p_menu=FICHE&p_site=AMELI
1307692;POCHETTE DE SUTURE ADHESIVE STERILE, 5 BANDES, 7,5 CM x 0,3 CM.,SYLAMED;http://www.codage.ext.cnamts.fr/cgi/tips/cgi-fiche?p_code_tips=1307692&p_date_jo_arrete=%25&p_menu=FICHE&p_site=AMELI
1307700;PANS., FIX., BANDE, EXTENSIBLE, 4 M A LETIRAGE, LARGEUR 10 CM.,L2N TRADING;http://www.codage.ext.cnamts.fr/cgi/tips/cgi-fiche?p_code_tips=1307700&p_date_jo_arrete=%25&p_menu=FICHE&p_site=AMELI
1307864;PANS., FIX., BANDE, EXTENSIBLE, 3 M A L'ETIRAGE, LARGEUR 10 CM.,EVOLUPHARM;http://www.codage.ext.cnamts.fr/cgi/tips/cgi-fiche?p_code_tips=1307864&p_date_jo_arrete=%25&p_menu=FICHE&p_site=AMELI
1308668;PANS., FIX., BANDE, EXTENSIBLE, 3 M A L ETIRAGE, LARGEUR 10 CM.,LABO TECHNO;http://www.codage.ext.cnamts.fr/cgi/tips/cgi-fiche?p_code_tips=1308668&p_date_jo_arrete=%25&p_menu=FICHE&p_site=AMELI
1308898;POCHETTE DE SUTURE ADHESIVE STERILE, 5 BANDES, 7,5 CM x 0,3 CM.,BSN-RADIANTE;http://www.codage.ext.cnamts.fr/cgi/tips/cgi-fiche?p_code_tips=1308898&p_date_jo_arrete=%25&p_menu=FICHE&p_site=AMELI
1309343;PANS., FIX., BANDE, EXTENSIBLE, 4 M A L'ETIRAGE, LARGEUR 15 CM.,URGO HEALTHCARE;http://www.codage.ext.cnamts.fr/cgi/tips/cgi-fiche?p_code_tips=1309343&p_date_jo_arrete=%25&p_menu=FICHE&p_site=AMELI
1310033;POCHETTE DE SUTURE ADHESIVE STERILE, 5 BANDES, 7,5 CM X 0,3 CM.,LABOKIT;http://www.codage.ext.cnamts.fr/cgi/tips/cgi-fiche?p_code_tips=1310033&p_date_jo_arrete=%25&p_menu=FICHE&p_site=AMELI
1310346;POCHETTE DE SUTURE ADHESIVE STERILE, 10 BANDES, 10 CM x 0,6 CM.,MARQUE VERTE;http://www.codage.ext.cnamts.fr/cgi/tips/cgi-fiche?p_code_tips=1310346&p_date_jo_arrete=%25&p_menu=FICHE&p_site=AMELI
1310464;PANS., FIX., BANDE, EXTENSIBLE, 3 M A L ETIRAGE, LARGEUR 10 CM.,LABO TECHNO;http://www.codage.ext.cnamts.fr/cgi/tips/cgi-fiche?p_code_tips=1310464&p_date_jo_arrete=%25&p_menu=FICHE&p_site=AMELI
1311446;PANSEMENT, FIXATION, BANDE, CREPE, COTON, 4 M X 7 CM.,RAFFIN MEDICAL;http://www.codage.ext.cnamts.fr/cgi/tips/cgi-fiche?p_code_tips=1311446&p_date_jo_arrete=%25&p_menu=FICHE&p_site=AMELI
1311624;PANS., FIX., BANDE, EXTENSIBLE, 3 M A L'ETIRAGE, LARGEUR 10 CM.,HARTMANN;http://www.codage.ext.cnamts.fr/cgi/tips/cgi-fiche?p_code_tips=1311624&p_date_jo_arrete=%25&p_menu=FICHE&p_site=AMELI
1312032;COUSSINS POUR CONTENTION, PANS.S ELASTO-COMPRESSIFS, TOUT MODELE,BSN-RADIANTE;http://www.codage.ext.cnamts.fr/cgi/tips/cgi-fiche?p_code_tips=1312032&p_date_jo_arrete=%25&p_menu=FICHE&p_site=AMELI
1312760;PANS., FIX., BANDE, EXTENSIBLE, 3 M A L ETIRAGE, LARGEUR 10 CM.,LABO TECHNO;http://www.codage.ext.cnamts.fr/cgi/tips/cgi-fiche?p_code_tips=1312760&p_date_jo_arrete=%25&p_menu=FICHE&p_site=AMELI
1312776;POCHETTE DE SUTURE ADHESIVE STERILE, 5 BANDES, 7,5 CM x 0,3 CM.,BSN-RADIANTE;http://www.codage.ext.cnamts.fr/cgi/tips/cgi-fiche?p_code_tips=1312776&p_date_jo_arrete=%25&p_menu=FICHE&p_site=AMELI
1313037;POCHETTE DE SUTURE ADHESIVE STERILE, 10 BANDES, 10 CM x 0,6 CM.,MYHOMECARE;http://www.codage.ext.cnamts.fr/cgi/tips/cgi-fiche?p_code_tips=1313037&p_date_jo_arrete=%25&p_menu=FICHE&p_site=AMELI
1313391;PANS., FIX., BANDE, EXTENSIBLE, 3 M A L'ETIRAGE, LARGEUR 10 CM.,TETRA MEDICAL;http://www.codage.ext.cnamts.fr/cgi/tips/cgi-fiche?p_code_tips=1313391&p_date_jo_arrete=%25&p_menu=FICHE&p_site=AMELI
1313882;PANS., FIX., BANDE, EXTENS., AUTOADH, 4 M ETIRAGE ET LARG. 6 CM.,TETRA MEDICAL;http://www.codage.ext.cnamts.fr/cgi/tips/cgi-fiche?p_code_tips=1313882&p_date_jo_arrete=%25&p_menu=FICHE&p_site=AMELI
1314166;POCHETTE DE SUTURE ADHESIVE STERILE, 10 BANDES, 10 CM x 0,6 CM.,MYHOMECARE;http://www.codage.ext.cnamts.fr/cgi/tips/cgi-fiche?p_code_tips=1314166&p_date_jo_arrete=%25&p_menu=FICHE&p_site=AMELI
1314261;PANS., FIX., BANDE, EXTENSIBLE, 4 M A L ETIRAGE, LARGEUR 15 CM.,LABO TECHNO;http://www.codage.ext.cnamts.fr/cgi/tips/cgi-fiche?p_code_tips=1314261&p_date_jo_arrete=%25&p_menu=FICHE&p_site=AMELI
1314278;PANS., FIX., BANDE, EXTENS, AUTOADH, 4 M ETIRAGE ET LARG. 2,5 CM,SYLAMED;http://www.codage.ext.cnamts.fr/cgi/tips/cgi-fiche?p_code_tips=1314278&p_date_jo_arrete=%25&p_menu=FICHE&p_site=AMELI
1314284;COTON HYDROPHYLE, NON STERILE, PAQUET DE 100 G,SEPTONA SA;http://www.codage.ext.cnamts.fr/cgi/tips/cgi-fiche?p_code_tips=1314284&p_date_jo_arrete=%25&p_menu=FICHE&p_site=AMELI
1314367;PANS., FIX., BANDE, EXTENSIBLE, 4 M A L'ETIRAGE, LARGEUR 15 CM.,URGO HEALTHCARE;http://www.codage.ext.cnamts.fr/cgi/tips/cgi-fiche?p_code_tips=1314367&p_date_jo_arrete=%25&p_menu=FICHE&p_site=AMELI
1314829;PANS., FIX., BANDE, EXTENSIBLE, 3 M A L ETIRAGE, LARGEUR 10 CM.,LABO TECHNO;http://www.codage.ext.cnamts.fr/cgi/tips/cgi-fiche?p_code_tips=1314829&p_date_jo_arrete=%25&p_menu=FICHE&p_site=AMELI
1314976;PANS., FIX., BANDE, EXTENSIBLE, 4 M A L'ETIRAGE, LARGEUR 15 CM.,URGO HEALTHCARE;http://www.codage.ext.cnamts.fr/cgi/tips/cgi-fiche?p_code_tips=1314976&p_date_jo_arrete=%25&p_menu=FICHE&p_site=AMELI
1315852;RONDELLES OCULAIRES STERILES DE GAZE HYDROPHILE, BOITE DE 10,CEORA;http://www.codage.ext.cnamts.fr/cgi/tips/cgi-fiche?p_code_tips=1315852&p_date_jo_arrete=%25&p_menu=FICHE&p_site=AMELI
1316633;POCHETTE DE SUTURE ADHESIVE STERILE, 10 BANDES, 10 CM x 0,6 CM.,3M FRANCE;http://www.codage.ext.cnamts.fr/cgi/tips/cgi-fiche?p_code_tips=1316633&p_date_jo_arrete=%25&p_menu=FICHE&p_site=AMELI
1316981;PANS., FIX., BANDE, EXTENS, AUTOADH, 4 M ETIRAGE ET LARG. 10 CM.,MARQUE VERTE;http://www.codage.ext.cnamts.fr/cgi/tips/cgi-fiche?p_code_tips=1316981&p_date_jo_arrete=%25&p_menu=FICHE&p_site=AMELI
1317153;PANS., FIX., BANDE, EXTENSIBLE, 4 M A L'ETIRAGE, LARGEUR 15 CM.,URGO HEALTHCARE;http://www.codage.ext.cnamts.fr/cgi/tips/cgi-fiche?p_code_tips=1317153&p_date_jo_arrete=%25&p_menu=FICHE&p_site=AMELI
1317851;PANS., FIX., BANDE, EXTENSIBLE, 4 M A LETIRAGE, LARGEUR 10 CM.,L2N TRADING;http://www.codage.ext.cnamts.fr/cgi/tips/cgi-fiche?p_code_tips=1317851&p_date_jo_arrete=%25&p_menu=FICHE&p_site=AMELI
